¹¤ÐòÃû,×Ê²ú±àÂë,Éè±¸ID,²Ù×÷Õß,°à´Î,µçÐ¾ÐÍºÅ´úÂë,Éú²úÅú´Î,Ê±¼ä,µçÐ¾ÌõÂë,µçÐ¾Î»ÖÃ,Ô¤º¸¹¦ÂÊ,Ô¤º¸ËÙ¶È,º¸ÏßÊýÁ¿,º¸Ïß³¤¶È,Àë½¹Á¿,º¸ºó½á¹û,Ñ¹Á¦Öµ,Ô¤º¸Ì¨½×Öµ1,Ô¤º¸Ì¨½×Öµ2,Ô¤º¸Ì¨½×Öµ3,Ô¤º¸Ì¨½×Öµ4,Ô¤º¸Ì¨½×Öµ5,Ô¤º¸Ì¨½×Öµ6,Ô¤º¸Ì¨½×Öµ7,Ô¤º¸Ì¨½×Öµ8,·´À¡´úÂë,·´À¡ÐÅÏ¢
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:24:36,001CB1U0000001ABA6504008,B,615.739,600.000,8.000,4.500,0.000,2.000,47.200,-0.092,-0.129,-0.067,0.033,-0.026,0.015,-0.079,-0.019,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:24:40,001CB1U0000001ABB6501026,A,633.472,600.000,8.000,4.500,0.000,2.000,70.410,-0.115,-0.147,0.022,0.063,0.022,0.044,0.014,-0.005,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:24:46,001CB1U0000001ABA6503718,B,610.825,600.000,8.000,4.500,0.000,2.000,47.360,-0.167,-0.098,-0.111,0.014,-0.098,0.004,-0.071,0.000,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:24:53,001CB1U0000001ABB6501030,A,634.113,600.000,8.000,4.500,0.000,2.000,67.590,-0.091,-0.131,0.036,0.067,0.029,0.046,-0.019,-0.106,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:24:59,001CB1U0000001ABB6501036,B,617.235,600.000,8.000,4.500,0.000,2.000,47.040,-0.092,-0.177,-0.013,0.062,-0.062,0.029,-0.092,-0.006,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:25:36,001CB1U0000001ABA6503734,A,633.686,600.000,8.000,4.500,0.000,2.000,71.040,-0.085,-0.210,-0.003,0.006,0.009,-0.010,-0.058,-0.062,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:25:43,001CB1U0000001ABB6501040,B,604.630,600.000,8.000,4.500,0.000,2.000,47.840,-0.134,-0.082,0.003,0.038,-0.043,0.028,-0.122,-0.038,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:25:59,001CB1U0000001ABA6503564,A,634.327,600.000,8.000,4.500,0.000,2.000,69.330,-0.062,-0.153,0.010,0.016,0.016,-0.029,-0.028,-0.078,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:26:05,001CB1U0000001ABA6503644,B,617.235,600.000,8.000,4.500,0.000,2.000,46.720,-0.092,-0.152,-0.004,0.006,-0.023,-0.010,-0.111,-0.075,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:26:09,001CB1U0000001ABB6501034,A,634.541,600.000,8.000,4.500,0.000,2.000,66.180,-0.049,-0.136,0.076,0.009,0.089,0.002,-0.026,-0.096,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:26:16,001CB1U0000001ABA6503698,B,617.448,600.000,8.000,4.500,0.000,2.000,46.400,-0.150,-0.127,-0.007,0.090,-0.013,0.074,-0.066,-0.043,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:26:23,001CB1U0000001ABB6500996,A,634.968,600.000,8.000,4.500,0.000,2.000,71.580,-0.066,-0.145,0.068,-0.001,0.075,-0.002,-0.076,-0.149,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:26:30,001CB1U0000001ABB6501096,B,616.380,600.000,8.000,4.500,0.000,2.000,46.880,-0.123,-0.118,-0.034,0.031,-0.034,0.007,-0.044,-0.040,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:26:34,001CB1U0000001ABB6501016,A,634.754,600.000,8.000,4.500,0.000,2.000,68.280,-0.072,-0.098,0.007,0.058,0.031,0.043,0.021,0.027,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:26:40,001CB1U0000001ABB6501012,B,593.733,600.000,8.000,4.500,0.000,2.000,46.400,-0.108,-0.039,-0.017,0.052,-0.002,0.018,-0.063,-0.025,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:26:47,001CB1U0000001ABB6501004,A,634.541,600.000,8.000,4.500,0.000,2.000,69.870,-0.113,-0.170,0.020,0.095,0.020,0.071,-0.043,-0.093,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:26:53,001CB1U0000001ABB6501000,B,617.876,600.000,8.000,4.500,0.000,2.000,46.240,-0.126,-0.058,-0.021,0.036,-0.024,0.004,-0.059,-0.011,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:26:57,001CB1U0000001ABB6501022,A,634.754,600.000,8.000,4.500,0.000,2.000,68.790,-0.062,-0.129,0.017,0.094,0.023,0.068,-0.049,-0.043,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:27:04,001CB1U0000001ABB6501014,B,617.021,600.000,8.000,4.500,0.000,2.000,48.160,-0.124,-0.055,-0.045,0.053,-0.024,0.030,-0.111,-0.025,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:27:09,001CB1U0000001ABB6501100,A,634.541,600.000,8.000,4.500,0.000,2.000,69.630,-0.062,-0.098,0.022,0.093,0.029,0.074,-0.057,-0.086,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:27:16,001CB1U0000001ABB6501074,B,616.594,600.000,8.000,4.500,0.000,2.000,47.520,-0.140,-0.103,-0.018,0.042,-0.031,0.005,-0.019,0.010,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:27:19,001CB1U0000001ABB6500892,A,633.259,600.000,8.000,4.500,0.000,2.000,68.250,-0.211,-0.282,0.051,0.051,0.050,0.033,-0.016,-0.056,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:27:26,001CB1U0000001ABB6501102,B,581.983,600.000,8.000,4.500,0.000,2.000,47.200,-0.146,-0.211,0.001,-0.014,0.013,-0.005,-0.111,-0.066,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:27:33,001CB1U0000001ABB6500826,A,632.831,600.000,8.000,4.500,0.000,2.000,65.400,-0.116,-0.150,0.007,0.088,0.040,0.050,0.009,-0.101,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:27:39,001CB1U0000001ABB6500760,B,582.410,600.000,8.000,4.500,0.000,2.000,46.720,-0.150,-0.150,0.007,0.014,0.014,-0.021,-0.099,-0.021,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:27:43,001CB1U0000001ABB6501104,A,635.181,600.000,8.000,4.500,0.000,2.000,70.680,-0.060,-0.166,0.079,0.046,0.099,0.015,-0.096,-0.147,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:27:49,001CB1U0000001ABB6501038,B,617.876,600.000,8.000,4.500,0.000,2.000,47.360,-0.210,-0.172,-0.044,-0.053,-0.028,-0.044,-0.040,-0.050,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:29:18,001CB1U0000001ABB6501010,A,635.609,600.000,8.000,4.500,0.000,2.000,65.100,-0.090,-0.126,-0.002,0.053,-0.004,0.033,0.006,-0.051,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:29:24,001CB1U0000001ABB6501018,B,617.448,600.000,8.000,4.500,0.000,2.000,46.720,-0.159,-0.118,-0.008,0.059,-0.018,0.021,-0.071,-0.028,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:29:30,001CB1U0000001ABB6500942,A,633.900,600.000,8.000,4.500,0.000,2.000,69.150,-0.048,-0.145,0.075,0.052,0.081,0.041,-0.034,-0.090,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:29:36,001CB1U0000001ABB6501108,B,617.876,600.000,8.000,4.500,0.000,2.000,46.720,-0.098,-0.089,0.002,0.001,0.021,-0.014,-0.165,-0.065,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:29:40,001CB1U0000001ABB6500816,A,633.686,600.000,8.000,4.500,0.000,2.000,67.020,-0.045,-0.127,0.045,0.007,0.043,0.005,-0.025,-0.073,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:29:47,001CB1U0000001ABB6501112,B,617.235,600.000,8.000,4.500,0.000,2.000,46.400,-0.175,-0.085,0.031,0.034,0.050,0.022,-0.091,-0.062,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:29:51,001CB1U0000001ABB6501114,A,635.609,600.000,8.000,4.500,0.000,2.000,69.030,-0.103,-0.129,0.028,0.086,0.005,0.059,-0.041,-0.080,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:29:57,001CB1U0000001ABB6501116,B,614.671,600.000,8.000,4.500,0.000,2.000,47.200,-0.119,-0.105,0.069,0.120,0.039,0.089,-0.109,-0.056,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:30:03,001CB1U0000001ABB6501118,A,632.404,600.000,8.000,4.500,0.000,2.000,71.670,-0.173,-0.218,0.024,0.080,0.029,0.067,-0.061,-0.100,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:30:10,001CB1U0000001ABB6501098,B,616.594,600.000,8.000,4.500,0.000,2.000,47.360,-0.094,-0.149,0.036,0.017,0.037,0.006,-0.124,-0.080,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:30:14,001CB1U0000001ABB6501120,A,633.472,600.000,8.000,4.500,0.000,2.000,66.630,-0.108,-0.131,0.028,0.088,0.033,0.051,-0.051,-0.101,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:30:20,001CB1U0000001ABB6501122,B,616.808,600.000,8.000,4.500,0.000,2.000,46.880,-0.147,-0.070,0.011,0.090,-0.002,0.059,-0.050,-0.047,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:30:36,001CB1U0000001ABB6500784,A,633.045,600.000,8.000,4.500,0.000,2.000,69.330,-0.126,-0.198,0.035,0.103,0.028,0.067,-0.052,-0.120,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:30:42,001CB1U0000001ABB6501008,B,617.235,600.000,8.000,4.500,0.000,2.000,48.160,-0.154,-0.137,0.002,0.087,-0.029,0.046,-0.082,-0.053,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:30:47,001CB1U0000001ABB6501124,A,634.327,600.000,8.000,4.500,0.000,2.000,68.730,-0.063,-0.138,0.015,0.059,0.009,0.017,0.069,-0.026,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:30:53,001CB1U0000001ABB6501126,B,617.021,600.000,8.000,4.500,0.000,2.000,47.200,-0.095,-0.087,-0.013,0.021,0.013,-0.018,-0.079,-0.040,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:30:59,001CB1U0000001ABB6501020,A,634.968,600.000,8.000,4.500,0.000,2.000,70.410,-0.074,-0.112,-0.016,0.045,-0.008,0.022,-0.004,-0.052,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:31:05,001CB1U0000001ABB6501128,B,616.167,600.000,8.000,4.500,0.000,2.000,47.840,-0.140,-0.113,-0.021,0.084,0.006,0.050,-0.099,-0.028,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:31:09,001CB1U0000001ABB6501130,A,634.113,600.000,8.000,4.500,0.000,2.000,65.940,-0.094,-0.155,0.124,0.060,0.132,0.065,-0.011,-0.092,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:31:16,001CB1U0000001ABB6501132,B,617.235,600.000,8.000,4.500,0.000,2.000,47.360,-0.137,-0.099,0.014,0.031,0.042,0.007,-0.090,-0.046,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:31:21,001CB1U0000001ABB6501134,A,633.472,600.000,8.000,4.500,0.000,2.000,71.940,-0.064,-0.159,0.042,0.006,0.072,0.003,-0.028,-0.069,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:31:28,001CB1U0000001ABB6501136,B,616.167,600.000,8.000,4.500,0.000,2.000,47.520,-0.118,-0.138,-0.001,-0.008,0.022,0.001,-0.075,-0.047,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:31:32,001CB1U0000001ABA6504524,A,634.754,600.000,8.000,4.500,0.000,2.000,67.650,-0.018,-0.085,0.000,-0.004,0.022,-0.013,-0.029,-0.023,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:31:38,001CB1U0000001ABA6503490,B,617.021,600.000,8.000,4.500,0.000,2.000,46.720,-0.149,-0.168,-0.007,-0.007,-0.021,-0.022,-0.028,0.002,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:32:10,001CB1U0000001AB96504525,A,634.541,600.000,8.000,4.500,0.000,2.000,54.900,-0.083,-0.201,0.114,0.058,0.137,0.019,-0.042,-0.088,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:32:17,001CB1U0000001AB96504523,B,615.526,600.000,8.000,4.500,0.000,2.000,47.360,-0.160,-0.246,-0.024,-0.012,-0.008,-0.032,-0.056,-0.010,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:32:22,001CB1U0000001AB96504487,A,632.618,600.000,8.000,4.500,0.000,2.000,65.010,-0.053,-0.167,0.071,0.027,0.087,0.020,-0.047,-0.041,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:32:29,001CB1U0000001AB96504489,B,617.448,600.000,8.000,4.500,0.000,2.000,46.880,-0.188,-0.166,0.100,0.116,0.067,0.086,-0.055,0.004,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:32:35,001CB1U0000001ABB6501044,A,634.754,600.000,8.000,4.500,0.000,2.000,64.950,-0.010,-0.136,0.060,0.002,0.082,0.002,-0.036,-0.099,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:32:41,001CB1U0000001ABB6501106,B,616.380,600.000,8.000,4.500,0.000,2.000,47.040,-0.121,-0.121,-0.032,0.009,-0.003,-0.021,-0.097,-0.032,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:32:45,001CB1U0000001ABB6501138,A,634.754,600.000,8.000,4.500,0.000,2.000,67.200,-0.089,-0.125,0.031,0.032,0.036,0.006,-0.069,-0.141,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:32:51,001CB1U0000001ABB6501140,B,617.448,600.000,8.000,4.500,0.000,2.000,46.560,-0.149,-0.071,0.023,0.073,-0.025,0.067,-0.101,-0.050,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:32:56,001CB1U0000001ABB6501142,A,634.541,600.000,8.000,4.500,0.000,2.000,69.780,-0.102,-0.148,0.020,0.040,0.024,0.025,0.006,-0.064,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:33:02,001CB1U0000001ABB6501144,B,615.312,600.000,8.000,4.500,0.000,2.000,47.360,-0.121,-0.131,0.001,0.077,-0.009,0.048,-0.134,-0.064,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:33:06,001CB1U0000001ABB6501146,A,633.686,600.000,8.000,4.500,0.000,2.000,70.350,-0.109,-0.175,0.039,0.064,0.028,0.068,-0.005,-0.033,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:33:13,001CB1U0000001ABB6501148,B,616.380,600.000,8.000,4.500,0.000,2.000,47.040,-0.139,-0.048,0.014,0.092,-0.059,0.054,-0.050,-0.013,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:33:18,001CB1U0000001ABB6501150,A,618.944,600.000,8.000,4.500,0.000,2.000,70.950,-0.065,-0.139,0.077,0.005,0.095,0.009,-0.045,-0.076,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:33:25,001CB1U0000001ABB6501154,B,580.914,600.000,8.000,4.500,0.000,2.000,47.200,-0.122,-0.072,0.056,0.028,0.094,0.015,-0.010,-0.032,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:33:32,001CB1U0000001ABB6501156,A,600.357,600.000,8.000,4.500,0.000,2.000,71.640,-0.079,-0.087,0.036,0.085,0.057,0.079,-0.041,-0.060,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:33:38,001CB1U0000001ABB6501158,B,615.953,600.000,8.000,4.500,0.000,2.000,46.400,-0.116,-0.081,-0.027,-0.019,-0.010,-0.026,-0.045,-0.006,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:34:02,001CB1U0000001ABB6501160,A,632.618,600.000,8.000,4.500,0.000,2.000,71.730,-0.037,-0.153,0.104,0.066,0.152,0.066,-0.030,-0.099,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:34:09,NG1CB1U0000001ABB6501158,B,0.000,600.000,8.000,4.500,0.000,2.000,46.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,É¨ÂëNG
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:34:15,001CB1U0000001ABB6501164,A,617.876,600.000,8.000,4.500,0.000,2.000,70.830,-0.116,-0.186,0.073,0.027,0.090,0.041,-0.061,-0.112,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:34:23,001CB1U0000001ABB6501166,B,615.739,600.000,8.000,4.500,0.000,2.000,47.200,-0.130,-0.149,-0.059,0.008,-0.092,-0.006,-0.094,-0.014,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:34:27,001CB1U0000001ABB6501168,A,607.193,600.000,8.000,4.500,0.000,2.000,66.090,-0.133,-0.172,0.036,0.038,0.023,0.029,-0.031,-0.073,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:34:36,001CB1U0000001ABB6501110,B,617.021,600.000,8.000,4.500,0.000,2.000,46.880,-0.175,-0.131,-0.035,0.000,-0.080,-0.013,-0.098,-0.019,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:34:39,001CB1U0000001ABB6501178,A,634.113,600.000,8.000,4.500,0.000,2.000,68.460,-0.105,-0.197,0.039,0.064,0.034,0.043,-0.079,-0.074,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:34:49,001CB1U0000001ABB6501202,B,617.448,600.000,8.000,4.500,0.000,2.000,47.520,-0.216,-0.153,-0.056,0.036,-0.059,0.045,-0.050,-0.007,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:34:53,001CB1U0000001AB96504529,A,633.686,600.000,8.000,4.500,0.000,2.000,69.240,-0.099,-0.222,0.070,-0.013,0.083,-0.014,-0.037,-0.089,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:35:02,001CB1U0000001AB96504531,B,617.448,600.000,8.000,4.500,0.000,2.000,48.000,-0.093,-0.142,0.085,0.081,0.058,0.081,-0.072,-0.030,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:35:06,001CB1U0000001AB96504507,A,634.968,600.000,8.000,4.500,0.000,2.000,60.270,-0.070,-0.221,0.122,0.066,0.125,0.056,-0.046,-0.103,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:35:15,001CB1U0000001AB96504509,B,617.021,600.000,8.000,4.500,0.000,2.000,47.680,-0.142,-0.169,-0.054,0.039,-0.070,0.012,-0.101,-0.015,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:35:19,001CB1U0000001AB96504543,A,633.259,600.000,8.000,4.500,0.000,2.000,69.450,-0.142,-0.297,0.006,-0.106,0.050,-0.073,0.016,-0.070,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:35:28,001CB1U0000001AB96504539,B,617.448,600.000,8.000,4.500,0.000,2.000,47.680,-0.190,-0.221,0.027,0.083,-0.032,0.048,-0.124,-0.001,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:35:32,001CB1U0000001ABB6501204,A,621.081,600.000,8.000,4.500,0.000,2.000,69.750,-0.104,-0.176,0.030,0.082,0.032,0.055,-0.043,-0.061,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:35:41,001CB1U0000001ABB6501206,B,617.876,600.000,8.000,4.500,0.000,2.000,46.720,-0.084,-0.101,-0.023,0.031,-0.022,0.010,-0.036,0.023,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:35:45,001CB1U0000001AB96504495,A,635.822,600.000,8.000,4.500,0.000,2.000,67.440,-0.104,-0.199,0.070,0.091,0.081,0.061,-0.026,-0.065,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:35:54,001CB1U0000001AB96504385,B,618.303,600.000,8.000,4.500,0.000,2.000,48.160,-0.118,-0.161,0.052,0.080,-0.026,0.051,-0.105,0.013,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:35:58,001CB1U0000001AB96504535,A,635.609,600.000,8.000,4.500,0.000,2.000,69.690,-0.233,-0.286,-0.038,0.003,0.000,-0.012,0.021,-0.037,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:36:08,001CB1U0000001AB96504545,B,618.303,600.000,8.000,4.500,0.000,2.000,48.160,-0.120,-0.238,0.025,0.068,-0.010,0.030,-0.170,-0.063,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:36:11,001CB1U0000001AB96504537,A,634.327,600.000,8.000,4.500,0.000,2.000,66.960,-0.127,-0.225,0.015,0.056,0.045,0.027,-0.024,-0.041,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:36:20,001CB1U0000001AB96504533,B,615.953,600.000,8.000,4.500,0.000,2.000,47.680,-0.069,-0.188,0.036,-0.036,0.024,-0.022,-0.067,-0.013,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:36:55,001CB1U0000001AB96504553,A,611.039,600.000,8.000,4.500,0.000,2.000,61.200,-0.030,-0.171,0.043,-0.012,0.063,-0.011,-0.004,-0.053,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:37:04,001CB1U0000001AB96504527,B,617.235,600.000,8.000,4.500,0.000,2.000,47.680,-0.104,-0.164,0.033,0.045,0.023,0.050,-0.088,-0.029,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:37:08,001CB1U0000001ABB6501208,A,634.754,600.000,8.000,4.500,0.000,2.000,70.530,-0.034,-0.172,0.044,0.075,0.049,0.057,-0.034,-0.097,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:37:20,001CB1U0000001ABB6501170,B,615.953,600.000,8.000,4.500,0.000,2.000,46.720,-0.150,-0.117,-0.070,0.038,-0.039,0.023,-0.114,-0.021,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:37:23,001CB1U0000001ABB6501180,A,634.968,600.000,8.000,4.500,0.000,2.000,72.030,-0.117,-0.163,0.045,0.025,0.029,0.013,-0.019,-0.069,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:37:32,001CB1U0000001ABB6501214,B,616.808,600.000,8.000,4.500,0.000,2.000,47.200,-0.099,-0.126,0.032,0.005,0.013,0.002,-0.143,-0.076,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:37:41,001CB1U0000001ABB6501184,A,633.045,600.000,8.000,4.500,0.000,2.000,68.280,-0.089,-0.160,0.056,0.036,0.059,0.023,-0.046,-0.121,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:37:50,001CB1U0000001ABB6501216,B,614.671,600.000,8.000,4.500,0.000,2.000,46.720,-0.062,-0.138,0.024,0.020,0.032,0.015,-0.104,-0.088,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:37:53,001CB1U0000001ABB6501188,A,634.541,600.000,8.000,4.500,0.000,2.000,62.760,0.000,-0.038,0.028,0.025,0.041,0.024,-0.128,-0.121,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,2:38:03,001CB1U0000001ABB6501182,B,616.594,600.000,8.000,4.500,0.000,2.000,46.400,-0.116,-0.092,0.010,0.008,-0.011,-0.005,-0.095,-0.056,0,OK
