¹¤ÐòÃû,×Ê²ú±àÂë,Éè±¸ID,²Ù×÷Õß,°à´Î,µçÐ¾ÐÍºÅ´úÂë,Éú²úÅú´Î,Ê±¼ä,µçÐ¾ÌõÂë,µçÐ¾Î»ÖÃ,Ô¤º¸¹¦ÂÊ,Ô¤º¸ËÙ¶È,º¸ÏßÊýÁ¿,º¸Ïß³¤¶È,Àë½¹Á¿,º¸ºó½á¹û,Ñ¹Á¦Öµ,Ô¤º¸Ì¨½×Öµ1,Ô¤º¸Ì¨½×Öµ2,Ô¤º¸Ì¨½×Öµ3,Ô¤º¸Ì¨½×Öµ4,Ô¤º¸Ì¨½×Öµ5,Ô¤º¸Ì¨½×Öµ6,Ô¤º¸Ì¨½×Öµ7,Ô¤º¸Ì¨½×Öµ8,·´À¡´úÂë,·´À¡ÐÅÏ¢
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:15:05,001CB1U0000001ABC6503144,A,634.113,600.000,8.000,4.500,0.000,2.000,69.720,-0.008,-0.087,0.009,0.053,-0.005,0.001,0.023,0.016,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:15:14,001CB1U0000001ABC6503146,B,609.543,600.000,8.000,4.500,0.000,2.000,47.520,-0.067,-0.177,-0.037,0.005,-0.061,-0.013,-0.076,-0.027,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:15:18,001CB1U0000001ABC6503148,A,634.327,600.000,8.000,4.500,0.000,2.000,68.760,-0.093,-0.155,0.018,0.100,0.030,0.060,0.007,-0.062,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:15:27,001CB1U0000001ABC6503150,B,615.739,600.000,8.000,4.500,0.000,2.000,47.840,-0.044,-0.094,-0.007,0.037,-0.033,0.006,-0.079,-0.008,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:15:30,001CB1U0000001ABC6503152,A,633.472,600.000,8.000,4.500,0.000,2.000,68.760,-0.115,-0.143,0.019,0.106,0.030,0.076,-0.025,-0.031,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:15:39,001CB1U0000001ABC6503154,B,616.808,600.000,8.000,4.500,0.000,2.000,46.560,-0.081,-0.054,0.078,0.080,-0.001,0.039,-0.054,-0.028,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:15:43,001CB1U0000001ABC6503156,A,634.754,600.000,8.000,4.500,0.000,2.000,71.130,-0.070,-0.164,0.067,0.026,0.092,0.012,-0.088,-0.113,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:15:53,001CB1U0000001ABC6503158,B,617.235,600.000,8.000,4.500,0.000,2.000,47.520,-0.068,-0.091,0.064,0.040,0.049,0.020,-0.126,-0.020,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:15:56,001CB1U0000001ABC6503160,A,631.763,600.000,8.000,4.500,0.000,2.000,65.340,-0.068,-0.177,0.076,0.039,0.092,0.012,-0.085,-0.105,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:16:05,001CB1U0000001ABC6503162,B,616.808,600.000,8.000,4.500,0.000,2.000,47.360,-0.034,-0.057,0.017,0.016,0.012,0.003,-0.007,0.012,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:16:10,001CB1U0000001ABC6503164,A,635.395,600.000,8.000,4.500,0.000,2.000,69.000,-0.022,-0.078,0.024,0.016,0.011,0.010,-0.054,-0.024,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:16:19,001CB1U0000001ABC6503166,B,617.235,600.000,8.000,4.500,0.000,2.000,47.360,-0.183,-0.145,0.039,0.037,0.032,0.017,-0.115,-0.093,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:16:22,001CB1U0000001ABC6503168,A,625.354,600.000,8.000,4.500,0.000,2.000,70.590,-0.030,-0.101,0.019,0.021,0.027,-0.017,-0.029,-0.048,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:16:31,001CB1U0000001ABC6503170,B,616.594,600.000,8.000,4.500,0.000,2.000,46.880,-0.092,-0.097,0.053,0.009,0.010,-0.002,-0.048,0.003,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:16:36,001CB1U0000001ABC6503172,A,617.662,600.000,8.000,4.500,0.000,2.000,65.370,-0.105,-0.161,0.070,0.027,0.080,0.029,-0.092,-0.089,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:16:45,001CB1U0000001ABC6503174,B,617.876,600.000,8.000,4.500,0.000,2.000,48.160,-0.175,-0.153,0.090,0.104,0.100,0.075,-0.178,-0.085,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:16:49,001CB1U0000001ABC6503176,A,634.754,600.000,8.000,4.500,0.000,2.000,66.240,-0.095,-0.136,0.079,0.079,0.079,0.051,-0.071,-0.116,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:16:58,001CB1U0000001ABC6503178,B,617.662,600.000,8.000,4.500,0.000,2.000,47.520,-0.129,-0.116,0.088,0.056,0.062,0.050,-0.045,-0.040,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:17:02,001CB1U0000001ABC6503180,A,633.686,600.000,8.000,4.500,0.000,2.000,63.210,-0.054,-0.096,0.033,0.097,0.042,0.042,-0.043,-0.056,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:17:12,001CB1U0000001ABC6503182,B,614.457,600.000,8.000,4.500,0.000,2.000,47.040,-0.079,-0.088,-0.009,0.059,-0.015,0.036,-0.109,0.002,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:17:15,001CB1U0000001ABC6503184,A,634.754,600.000,8.000,4.500,0.000,2.000,67.560,-0.056,-0.134,0.064,0.083,0.057,0.041,-0.034,-0.079,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:17:25,001CB1U0000001ABC6503186,B,616.167,600.000,8.000,4.500,0.000,2.000,47.360,-0.059,-0.084,-0.007,0.028,-0.009,-0.008,-0.067,-0.003,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:17:28,001CB1U0000001ABC6503188,A,633.900,600.000,8.000,4.500,0.000,2.000,70.980,-0.075,-0.166,-0.043,-0.017,-0.020,-0.027,0.000,-0.029,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:17:38,001CB1U0000001ABC6503192,B,617.876,600.000,8.000,4.500,0.000,2.000,46.880,-0.025,-0.025,-0.004,0.039,-0.013,-0.008,-0.013,0.012,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:17:42,001CB1U0000001ABC6503190,A,635.822,600.000,8.000,4.500,0.000,2.000,65.310,-0.036,-0.090,0.031,0.049,0.023,0.021,-0.011,-0.039,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:17:51,001CB1U0000001ABC6503196,B,616.808,600.000,8.000,4.500,0.000,2.000,47.200,-0.093,-0.095,0.060,0.093,0.021,0.047,-0.048,-0.019,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:17:55,001CB1U0000001ABC6503194,A,634.113,600.000,8.000,4.500,0.000,2.000,72.600,-0.053,-0.091,-0.004,0.049,-0.018,0.030,-0.015,-0.013,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:18:04,001CB1U0000001ABC6503200,B,618.303,600.000,8.000,4.500,0.000,2.000,47.040,-0.080,-0.029,0.008,0.046,0.007,0.006,-0.011,-0.012,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:18:09,001CB1U0000001ABC6503198,A,634.968,600.000,8.000,4.500,0.000,2.000,67.530,-0.111,-0.137,0.059,0.074,0.072,0.047,-0.013,-0.028,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:18:18,001CB1U0000001ABC6503204,B,612.962,600.000,8.000,4.500,0.000,2.000,47.680,-0.094,-0.103,0.034,0.058,0.001,0.027,-0.103,-0.033,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:18:21,001CB1U0000001ABC6503202,A,634.754,600.000,8.000,4.500,0.000,2.000,65.430,0.040,-0.079,0.034,-0.010,0.050,-0.031,-0.002,-0.030,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:18:30,001CB1U0000001ABC6503208,B,617.876,600.000,8.000,4.500,0.000,2.000,47.840,-0.083,-0.180,0.055,0.023,0.055,0.016,-0.037,0.016,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:18:35,001CB1U0000001ABC6503206,A,633.045,600.000,8.000,4.500,0.000,2.000,68.910,-0.025,-0.018,0.037,0.087,0.037,0.061,0.012,-0.021,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:18:44,001CB1U0000001ABC6503212,B,617.235,600.000,8.000,4.500,0.000,2.000,47.200,-0.124,-0.105,0.034,0.069,0.031,0.044,-0.084,-0.036,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:18:47,001CB1U0000001ABC6503210,A,634.968,600.000,8.000,4.500,0.000,2.000,69.570,-0.105,-0.117,0.016,0.067,0.014,0.022,-0.044,-0.057,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:18:57,001CB1U0000001ABC6503216,B,616.808,600.000,8.000,4.500,0.000,2.000,47.360,-0.149,-0.089,-0.017,0.062,-0.016,0.026,-0.085,-0.034,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:19:01,001CB1U0000001ABC6503214,A,634.113,600.000,8.000,4.500,0.000,2.000,70.740,-0.075,-0.119,0.023,0.061,0.050,0.029,0.022,0.003,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:19:10,001CB1U0000001ABC6503220,B,617.021,600.000,8.000,4.500,0.000,2.000,46.880,-0.139,-0.077,-0.001,0.073,0.008,0.038,-0.040,0.014,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:19:14,001CB1U0000001ABC6503218,A,634.541,600.000,8.000,4.500,0.000,2.000,72.180,-0.089,-0.138,0.042,0.077,0.060,0.041,-0.001,-0.011,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:19:23,001CB1U0000001ABC6503224,B,591.810,600.000,8.000,4.500,0.000,2.000,47.520,-0.162,-0.136,0.043,0.124,0.068,0.080,-0.150,-0.067,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:19:27,001CB1U0000001ABC6503222,A,635.181,600.000,8.000,4.500,0.000,2.000,70.680,-0.092,-0.103,0.003,0.071,0.005,0.033,0.007,0.000,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:19:36,001CB1U0000001ABC6503228,B,616.167,600.000,8.000,4.500,0.000,2.000,47.520,-0.138,-0.112,0.024,0.078,0.014,0.051,-0.064,-0.019,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:19:39,001CB1U0000001ABC6503226,A,609.116,600.000,8.000,4.500,0.000,2.000,66.660,-0.100,-0.116,0.029,0.072,0.017,0.039,0.028,0.021,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:19:48,001CB1U0000001ABC6503232,B,617.021,600.000,8.000,4.500,0.000,2.000,48.320,-0.197,-0.121,0.026,0.127,0.076,0.092,-0.142,-0.055,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:19:53,001CB1U0000001ABC6503230,A,634.968,600.000,8.000,4.500,0.000,2.000,71.220,-0.014,-0.182,0.082,0.001,0.110,-0.009,-0.008,-0.001,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:20:02,001CB1U0000001ABC6503236,B,616.167,600.000,8.000,4.500,0.000,2.000,46.720,-0.137,-0.122,-0.012,0.015,0.018,-0.003,-0.037,-0.024,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:20:12,001CB1U0000001ABC6502806,A,634.113,600.000,8.000,4.500,0.000,2.000,67.110,-0.072,-0.083,0.038,0.044,0.046,-0.012,-0.002,-0.003,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:20:21,001CB1U0000001ABC6501682,B,595.229,600.000,8.000,4.500,0.000,2.000,47.200,-0.097,-0.133,0.083,0.115,0.085,0.076,-0.095,-0.051,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:21:36,001CB1U0000001ABC6502614,A,633.472,600.000,8.000,4.500,0.000,2.000,70.140,-0.007,-0.136,0.022,0.015,0.026,-0.012,0.020,0.028,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:21:46,001CB1U0000001ABC6502967,B,615.098,600.000,8.000,4.500,0.000,2.000,47.200,-0.175,-0.136,0.089,0.166,0.046,0.106,-0.084,-0.028,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:21:49,001CB1U0000001ABC6501365,A,601.638,600.000,8.000,4.500,0.000,2.000,69.930,-0.025,-0.180,0.110,0.048,0.101,0.022,-0.080,-0.091,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:21:58,001CB1U0000001ABC6501429,B,615.526,600.000,8.000,4.500,0.000,2.000,47.520,-0.049,-0.107,0.013,0.006,-0.038,-0.033,-0.023,0.041,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:22:44,001CB1U0000001ABC6501427,A,633.686,600.000,8.000,4.500,0.000,2.000,67.650,-0.081,-0.151,0.006,-0.003,-0.006,-0.039,-0.029,-0.004,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:22:53,001CB1U0000001ABC6501425,B,617.021,600.000,8.000,4.500,0.000,2.000,46.240,-0.141,-0.185,0.021,0.014,-0.004,-0.037,-0.061,-0.005,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:22:56,001CB1U0000001ABC6501441,A,634.541,600.000,8.000,4.500,0.000,2.000,66.540,-0.187,-0.262,-0.016,-0.035,-0.020,-0.030,0.078,0.034,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:23:06,001CB1U0000001ABC6501435,B,615.526,600.000,8.000,4.500,0.000,2.000,46.400,-0.098,-0.100,0.006,0.001,0.000,-0.042,-0.041,-0.003,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:24:48,001CB1U0000001ABC6501413,A,633.686,600.000,8.000,4.500,0.000,2.000,62.640,-0.133,-0.189,0.053,0.037,0.029,0.008,-0.067,-0.068,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:24:58,001CB1U0000001ABC6501433,B,617.235,600.000,8.000,4.500,0.000,2.000,48.000,-0.096,-0.128,0.047,0.061,0.034,0.021,-0.060,0.000,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:25:01,001CB1U0000001ABC6501445,A,634.113,600.000,8.000,4.500,0.000,2.000,70.500,-0.076,-0.111,-0.004,0.010,-0.024,-0.033,0.053,0.046,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:25:10,001CB1U0000001ABC6501259,B,617.662,600.000,8.000,4.500,0.000,2.000,47.680,-0.111,-0.085,0.004,0.074,-0.027,0.037,-0.075,0.052,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:26:59,001CB1U0000001ABC6501225,A,631.122,600.000,8.000,4.500,0.000,2.000,61.650,-0.093,-0.229,0.034,-0.059,0.045,-0.084,-0.038,-0.013,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:27:08,001CB1U0000001ABC6501219,B,616.808,600.000,8.000,4.500,0.000,2.000,47.040,-0.082,-0.148,0.088,0.096,0.082,0.072,-0.062,0.011,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:27:11,001CB1U0000001ABC6500445,A,633.045,600.000,8.000,4.500,0.000,2.000,61.740,-0.182,-0.249,0.029,0.090,0.052,0.050,0.010,0.013,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:27:20,001CB1U0000001ABC6500447,B,617.662,600.000,8.000,4.500,0.000,2.000,48.000,-0.082,-0.083,-0.041,0.061,-0.075,0.048,-0.067,0.057,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:27:25,001CB1U0000001ABC6500271,A,634.541,600.000,8.000,4.500,0.000,2.000,61.230,-0.107,-0.209,0.010,0.025,0.005,0.004,0.024,0.020,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:27:34,001CB1U0000001ABC6500451,B,617.448,600.000,8.000,4.500,0.000,2.000,47.360,-0.010,-0.075,-0.052,0.052,-0.060,0.000,-0.094,0.028,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:27:37,001CB1U0000001ABC6500461,A,616.167,600.000,8.000,4.500,0.000,2.000,63.600,-0.074,-0.229,0.076,0.044,0.106,0.007,-0.066,-0.055,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:27:47,001CB1U0000001ABC6500399,B,601.638,600.000,8.000,4.500,0.000,2.000,47.040,0.017,-0.030,-0.007,-0.028,-0.015,-0.061,-0.113,-0.006,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:27:58,001CB1U0000001ABC6501663,A,632.831,600.000,8.000,4.500,0.000,2.000,59.730,-0.055,-0.121,0.012,0.039,0.022,0.011,0.015,0.074,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:28:08,001CB1U0000001ABC6501613,B,616.380,600.000,8.000,4.500,0.000,2.000,46.880,-0.075,-0.153,0.065,0.049,0.043,0.033,-0.117,-0.105,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:28:11,001CB1U0000001ABC6503250,A,634.754,600.000,8.000,4.500,0.000,2.000,65.430,-0.074,-0.204,0.079,0.015,0.074,0.008,-0.073,-0.086,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:28:20,001CB1U0000001ABC6503248,B,617.448,600.000,8.000,4.500,0.000,2.000,47.680,-0.019,-0.008,-0.049,0.020,-0.082,-0.015,-0.068,-0.011,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:28:25,001CB1U0000001ABC6503252,A,631.763,600.000,8.000,4.500,0.000,2.000,63.180,0.006,-0.112,0.034,-0.003,0.067,-0.021,-0.044,-0.060,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:28:34,001CB1U0000001ABC6503280,B,617.448,600.000,8.000,4.500,0.000,2.000,47.360,-0.121,-0.093,-0.026,0.079,0.002,0.050,-0.084,-0.037,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:28:39,001CB1U0000001ABC6503256,A,632.831,600.000,8.000,4.500,0.000,2.000,73.650,0.022,-0.039,0.019,0.049,0.026,0.005,-0.010,-0.078,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:28:48,001CB1U0000001ABC6503254,B,615.953,600.000,8.000,4.500,0.000,2.000,47.200,-0.059,-0.048,-0.082,0.060,-0.013,0.024,-0.088,-0.020,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:28:52,001CB1U0000001ABC6503260,A,632.618,600.000,8.000,4.500,0.000,2.000,72.030,-0.195,-0.177,0.020,0.061,0.008,0.023,0.014,-0.009,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:29:01,001CB1U0000001ABC6503258,B,608.262,600.000,8.000,4.500,0.000,2.000,48.160,-0.087,-0.036,0.046,0.045,0.059,0.030,-0.029,-0.036,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:29:06,001CB1U0000001ABC6503264,A,630.268,600.000,8.000,4.500,0.000,2.000,71.250,0.069,-0.075,0.041,-0.025,0.069,-0.032,0.017,-0.035,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:29:15,001CB1U0000001ABC6503262,B,616.808,600.000,8.000,4.500,0.000,2.000,46.720,-0.090,-0.084,-0.009,0.075,-0.045,0.030,-0.113,-0.003,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:29:20,001CB1U0000001ABC6503268,A,634.327,600.000,8.000,4.500,0.000,2.000,70.860,-0.047,-0.139,0.097,0.035,0.125,0.018,-0.080,-0.116,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:29:30,001CB1U0000001ABC6503266,B,614.885,600.000,8.000,4.500,0.000,2.000,46.720,-0.022,-0.030,-0.040,0.020,-0.047,-0.008,-0.057,-0.020,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:29:33,001CB1U0000001ABC6503282,A,633.900,600.000,8.000,4.500,0.000,2.000,72.060,-0.106,-0.151,0.070,0.078,0.060,0.036,-0.063,-0.098,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:29:42,001CB1U0000001ABC6503270,B,615.312,600.000,8.000,4.500,0.000,2.000,48.640,-0.076,-0.076,0.070,0.044,0.059,0.041,-0.086,-0.066,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:29:47,001CB1U0000001ABC6503272,A,633.259,600.000,8.000,4.500,0.000,2.000,69.720,-0.067,-0.131,0.018,0.050,0.006,0.000,-0.010,-0.029,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:29:56,001CB1U0000001ABC6503284,B,616.380,600.000,8.000,4.500,0.000,2.000,48.320,-0.086,-0.097,-0.019,0.038,-0.007,-0.004,-0.075,0.042,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:30:02,001CB1U0000001ABC6503286,A,635.395,600.000,8.000,4.500,0.000,2.000,71.220,-0.081,-0.154,0.087,0.027,0.084,0.026,-0.150,-0.106,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:30:11,001CB1U0000001ABC6503274,B,617.448,600.000,8.000,4.500,0.000,2.000,47.840,0.008,-0.082,-0.006,0.020,-0.006,-0.019,-0.006,0.013,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:30:14,001CB1U0000001ABC6503290,A,633.686,600.000,8.000,4.500,0.000,2.000,67.170,0.021,-0.128,0.053,-0.011,0.050,-0.021,-0.009,-0.049,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:30:23,001CB1U0000001ABC6503288,B,616.380,600.000,8.000,4.500,0.000,2.000,45.120,-0.111,-0.116,0.031,0.071,0.007,0.039,-0.121,-0.004,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:30:29,001CB1U0000001ABC6503244,A,633.472,600.000,8.000,4.500,0.000,2.000,68.520,-0.076,-0.123,0.043,0.064,0.053,0.016,-0.017,-0.013,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:30:38,001CB1U0000001ABC6502392,B,617.235,600.000,8.000,4.500,0.000,2.000,47.040,-0.146,-0.120,0.006,0.086,-0.008,0.050,-0.140,-0.072,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:30:43,001CB1U0000001ABC6503240,A,634.113,600.000,8.000,4.500,0.000,2.000,71.790,-0.106,-0.198,0.066,0.016,0.100,0.003,-0.069,-0.103,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:30:52,001CB1U0000001ABC6503242,B,617.662,600.000,8.000,4.500,0.000,2.000,48.160,-0.032,-0.190,0.043,-0.019,0.083,-0.046,-0.016,0.045,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:30:55,001CB1U0000001ABC6503292,A,634.541,600.000,8.000,4.500,0.000,2.000,70.560,-0.098,-0.148,0.051,0.030,0.048,0.005,-0.049,-0.087,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:31:05,001CB1U0000001ABC6502284,B,617.235,600.000,8.000,4.500,0.000,2.000,47.040,-0.080,-0.142,0.026,0.053,-0.021,0.007,-0.077,0.038,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:31:10,001CB1U0000001ABC6503296,A,634.541,600.000,8.000,4.500,0.000,2.000,70.830,-0.057,-0.121,-0.001,0.042,-0.018,0.010,0.010,0.001,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:31:19,001CB1U0000001ABC6503294,B,615.739,600.000,8.000,4.500,0.000,2.000,48.320,-0.131,-0.102,-0.051,0.048,-0.031,0.025,-0.095,0.011,0,OK
Ñ¹×°Ô¤º¸,11111,YZYH,2TSP,Ò¹°à,11111,11111,4:31:35,001CB1U0000001ABC6503300,A,633.259,600.000,8.000,4.500,0.000,2.000,69.570,-0.102,-0.112,0.009,0.007,0.002,-0.058,-0.055,-0.036,0,OK
