时间,条码,扫码结果,位置
5:34:42,001CB1U0000001ABC6503728,OK,2
5:34:50,001CB1U0000001ABC6503730,OK,1
5:34:54,001CB1U0000001ABC6503734,OK,2
5:35:01,001CB1U0000001ABC6503736,OK,1
5:35:05,001CB1U0000001ABC6503738,OK,2
5:35:13,001CB1U0000001ABC6503740,OK,1
5:35:16,001CB1U0000001ABC6503742,OK,2
5:35:25,001CB1U0000001ABC6503744,OK,1
5:35:29,001CB1U0000001ABC6503746,OK,2
5:35:37,001CB1U0000001ABC6503748,OK,1
5:35:41,001CB1U0000001ABC6503750,OK,2
5:35:49,001CB1U0000001ABC6503752,OK,1
5:35:54,001CB1U0000001ABC6503754,OK,2
5:36:02,001CB1U0000001ABC6503756,OK,1
5:36:06,001CB1U0000001ABC6503758,OK,2
5:36:14,001CB1U0000001ABC6503760,OK,1
5:36:19,001CB1U0000001ABC6503762,OK,2
5:36:27,001CB1U0000001ABC6503764,OK,1
5:36:31,001CB1U0000001ABC6503766,OK,2
5:36:39,001CB1U0000001ABC6503646,OK,1
5:36:44,001CB1U0000001ABC6503624,OK,2
5:36:52,001CB1U0000001ABC6503782,OK,1
5:36:56,001CB1U0000001ABC6503784,OK,2
5:37:05,001CB1U0000001ABC6503786,OK,1
5:37:08,001CB1U0000001ABC6503804,OK,2
5:37:17,001CB1U0000001ABC6503806,OK,1
5:37:21,001CB1U0000001ABC6503808,OK,2
5:37:29,001CB1U0000001ABC6503810,OK,1
5:37:34,001CB1U0000001ABC6503812,OK,2
5:37:42,001CB1U0000001ABC6503814,OK,1
5:37:47,001CB1U0000001ABC6503648,OK,2
5:37:55,001CB1U0000001ABC6503802,OK,1
5:38:03,001CB1U0000001ABC6503788,OK,2
5:38:11,001CB1U0000001ABC6503790,OK,1
5:38:18,001CB1U0000001ABC6502374,OK,2
5:38:25,NG,NG,1
5:38:31,001CB1U0000001ABB6513149,OK,2
5:38:38,001CB1U0000001ABC6502722,OK,1
5:38:43,001CB1U0000001ABC6502568,OK,2
5:38:51,001CB1U0000001ABC6502734,OK,1
5:38:56,001CB1U0000001ABC6501618,OK,2
5:39:04,001CB1U0000001ABC6502560,OK,1
5:39:09,001CB1U0000001ABC6502564,OK,2
5:39:16,001CB1U0000001ABC6502744,OK,1
5:39:23,001CB1U0000001ABC6502784,OK,2
5:39:30,001CB1U0000001ABC6503428,OK,1
5:39:35,001CB1U0000001ABC6503426,OK,2
5:39:43,001CB1U0000001ABC6503800,OK,1
5:39:51,001CB1U0000001ABC6503444,OK,2
5:39:59,001CB1U0000001ABC6503732,OK,1
5:40:04,001CB1U0000001ABC6503798,OK,2
5:40:18,001CB1U0000001ABC6503424,OK,2
5:40:26,001CB1U0000001ABC6503816,OK,1
5:40:29,001CB1U0000001ABC6503818,OK,2
5:40:37,001CB1U0000001ABC6503820,OK,1
5:40:41,001CB1U0000001ABC6503822,OK,2
5:40:49,001CB1U0000001ABC6503824,OK,1
5:40:53,001CB1U0000001ABC6503826,OK,2
5:41:01,001CB1U0000001ABC6502566,OK,1
5:41:06,001CB1U0000001ABC6501712,OK,2
5:41:14,001CB1U0000001ABC6503828,OK,1
5:41:18,001CB1U0000001ABC6503850,OK,2
5:41:26,001CB1U0000001ABC6503852,OK,1
5:41:31,001CB1U0000001ABC6503854,OK,2
5:41:39,001CB1U0000001ABC6503856,OK,1
5:41:43,001CB1U0000001ABC6503858,OK,2
5:41:51,001CB1U0000001ABC6503860,OK,1
5:41:55,001CB1U0000001ABC6503862,OK,2
5:42:03,001CB1U0000001ABC6503864,OK,1
5:42:08,001CB1U0000001ABC6503866,OK,2
5:42:16,001CB1U0000001ABC6503868,OK,1
5:42:21,001CB1U0000001ABC6503870,OK,2
5:42:29,001CB1U0000001ABC6503872,OK,1
5:42:33,001CB1U0000001ABC6503874,OK,2
5:42:48,001CB1U0000001ABC6503878,OK,2
5:42:56,001CB1U0000001ABC6503880,OK,1
5:42:59,001CB1U0000001ABC6503882,OK,2
5:43:07,001CB1U0000001ABC6503884,OK,1
5:43:10,001CB1U0000001ABC6503886,OK,2
5:43:18,001CB1U0000001ABC6503638,OK,1
5:43:23,001CB1U0000001ABC6503888,OK,2
5:43:31,001CB1U0000001ABC6503890,OK,1
5:43:35,001CB1U0000001ABC6503892,OK,2
5:43:43,001CB1U0000001ABC6503436,OK,1
5:43:56,001CB1U0000001ABC6503894,OK,2
5:44:04,001CB1U0000001ABC6503896,OK,1
5:44:08,001CB1U0000001ABC6503238,OK,2
5:44:16,001CB1U0000001ABC6503898,OK,1
5:44:20,001CB1U0000001ABC6503900,OK,2
5:44:28,001CB1U0000001ABC6503434,OK,1
5:44:33,001CB1U0000001ABC6503902,OK,2
5:44:41,001CB1U0000001ABC6503904,OK,1
5:44:45,001CB1U0000001ABC6503432,OK,2
5:44:53,001CB1U0000001ABC6503906,OK,1
5:45:05,001CB1U0000001ABC6503616,OK,2
5:45:13,001CB1U0000001ABC6503618,OK,1
5:45:28,001CB1U0000001ABC6503908,OK,2
5:45:36,001CB1U0000001ABC6503910,OK,1
5:45:40,001CB1U0000001ABC6503912,OK,2
5:45:48,001CB1U0000001ABC6503914,OK,1
5:45:52,001CB1U0000001ABC6503916,OK,2
5:46:00,001CB1U0000001ABC6503918,OK,1
5:46:05,001CB1U0000001ABC6503920,OK,2
5:46:12,001CB1U0000001ABC6501780,OK,1
5:46:36,001CB1U0000001ABC6503922,OK,1
5:46:39,001CB1U0000001ABC6503924,OK,2
5:46:47,001CB1U0000001ABC6503926,OK,1
5:46:51,001CB1U0000001ABC6503928,OK,2
5:46:59,001CB1U0000001ABC6503930,OK,1
5:47:02,NG,NG,2
5:47:16,001CB1U0000001ABC6503934,OK,2
5:47:24,001CB1U0000001ABC6503936,OK,1
5:47:27,001CB1U0000001ABC6503780,OK,2
5:47:35,001CB1U0000001ABC6503938,OK,1
5:47:38,001CB1U0000001ABC6503940,OK,2
5:47:52,001CB1U0000001ABC6503944,OK,2
5:48:00,001CB1U0000001ABC6503946,OK,1
5:48:03,001CB1U0000001ABC6503948,OK,2
5:48:11,001CB1U0000001ABC6503950,OK,1
5:48:24,001CB1U0000001ABC6503952,OK,2
5:48:32,001CB1U0000001ABC6503954,OK,1
5:48:36,001CB1U0000001ABC6503956,OK,2
5:48:44,001CB1U0000001ABC6503958,OK,1
5:49:11,001CB1U0000001ABC6503962,OK,1
5:49:15,001CB1U0000001ABC6503964,OK,2
5:49:23,001CB1U0000001ABC6503966,OK,1
5:49:27,001CB1U0000001ABC6503968,OK,2
5:49:35,001CB1U0000001ABC6503970,OK,1
5:49:40,001CB1U0000001ABC6503972,OK,2
5:49:48,001CB1U0000001ABC6503974,OK,1
5:50:07,001CB1U0000001ABC6503976,OK,2
5:50:15,001CB1U0000001ABC6503978,OK,1
5:50:19,001CB1U0000001ABC6503980,OK,2
5:50:38,001CB1U0000001ABC6503984,OK,2
5:50:46,001CB1U0000001ABC6503986,OK,1
5:50:50,001CB1U0000001ABC6503988,OK,2
5:50:58,001CB1U0000001ABC6503990,OK,1
5:51:09,001CB1U0000001ABC6503992,OK,2
5:51:17,001CB1U0000001ABC6503994,OK,1
5:51:40,001CB1U0000001ABC6503996,OK,2
5:51:48,001CB1U0000001ABC6503998,OK,1
5:51:53,001CB1U0000001ABC6504000,OK,2
5:52:13,001CB1U0000001ABC6504004,OK,2
5:52:21,001CB1U0000001ABC6504006,OK,1
5:52:42,001CB1U0000001ABC6504008,OK,2
5:52:50,001CB1U0000001ABC6504010,OK,1
5:53:14,001CB1U0000001ABC6504012,OK,2
5:53:22,001CB1U0000001ABC6504014,OK,1
5:53:44,001CB1U0000001ABC6504018,OK,1
5:53:47,001CB1U0000001ABC6504020,OK,2
5:53:55,001CB1U0000001ABC6504022,OK,1
5:54:16,001CB1U0000001ABC6503458,OK,2
5:54:29,001CB1U0000001ABC6504024,OK,1
5:54:39,001CB1U0000001ABC6504030,OK,2
5:54:42,001CB1U0000001ABC6504028,OK,1
5:54:54,001CB1U0000001ABC6504034,OK,2
5:55:02,001CB1U0000001ABC6504036,OK,1
5:55:23,001CB1U0000001ABC6504038,OK,2
5:55:39,001CB1U0000001ABC6504042,OK,2
5:55:47,001CB1U0000001ABC6504044,OK,1
5:55:56,001CB1U0000001ABC6504048,OK,2
5:56:04,001CB1U0000001ABC6504050,OK,1
5:56:41,001CB1U0000001ABC6504052,OK,2
5:56:49,001CB1U0000001ABC6504054,OK,1
5:56:55,001CB1U0000001ABC6504058,OK,2
5:57:03,001CB1U0000001ABC6503474,OK,1
5:57:07,001CB1U0000001ABC6504062,OK,2
5:57:15,001CB1U0000001ABC6504064,OK,1
5:57:51,001CB1U0000001ABC6504068,OK,2
5:57:59,001CB1U0000001ABC6503456,OK,1
5:58:03,001CB1U0000001ABC6503792,OK,2
5:58:11,001CB1U0000001ABC6503794,OK,1
5:58:15,001CB1U0000001ABC6504072,OK,2
5:58:24,001CB1U0000001ABC6504074,OK,1
5:58:59,001CB1U0000001ABC6504076,OK,2
5:59:12,001CB1U0000001ABC6504078,OK,1
5:59:24,001CB1U0000001ABC6503832,OK,2
5:59:32,001CB1U0000001ABC6504080,OK,1
5:59:35,001CB1U0000001ABC6504046,OK,2
6:00:12,001CB1U0000001ABC6504084,OK,2
6:00:47,001CB1U0000001ABC6504088,OK,2
6:00:55,001CB1U0000001ABC6504060,OK,1
6:00:58,001CB1U0000001ABC6504066,OK,2
6:01:06,001CB1U0000001ABC6504090,OK,1
6:01:09,001CB1U0000001ABC6504096,OK,2
6:03:05,001CB1U0000001ABC6504070,OK,1
6:03:08,001CB1U0000001ABC6504098,OK,2
6:10:16,001CB1U0000001ABC6504100,OK,1
6:10:19,001CB1U0000001ABC6503796,OK,2
6:11:46,001CB1U0000001ABC6504102,OK,1
6:11:49,001CB1U0000001ABC6504108,OK,2
6:11:57,001CB1U0000001ABC6504110,OK,1
6:12:00,001CB1U0000001ABC6504112,OK,2
6:12:13,001CB1U0000001ABC6504116,OK,2
6:12:29,001CB1U0000001ABC6504122,OK,2
6:12:37,001CB1U0000001ABC6504124,OK,1
6:12:40,001CB1U0000001ABC6504126,OK,2
6:12:49,001CB1U0000001ABC6504128,OK,1
6:12:52,001CB1U0000001ABC6504092,OK,2
6:13:02,001CB1U0000001ABC6504094,OK,1
6:13:05,001CB1U0000001ABC6504106,OK,2
6:13:33,001CB1U0000001ABC6504142,OK,1
6:13:36,001CB1U0000001ABC6504306,OK,2
6:15:55,001CB1U0000001ABC6504308,OK,1
6:15:58,001CB1U0000001ABC6504310,OK,2
6:16:06,001CB1U0000001ABC6504312,OK,1
6:16:10,001CB1U0000001ABC6504314,OK,2
6:16:27,001CB1U0000001ABC6504316,OK,1
6:16:30,001CB1U0000001ABC6504318,OK,2
6:16:38,001CB1U0000001ABC6504320,OK,1
6:16:41,001CB1U0000001ABC6504322,OK,2
6:16:50,001CB1U0000001ABC6504154,OK,1
6:16:53,001CB1U0000001ABC6504324,OK,2
6:17:06,001CB1U0000001ABC6504144,OK,2
6:17:14,001CB1U0000001ABC6504288,OK,1
6:17:17,001CB1U0000001ABC6504328,OK,2
6:19:02,001CB1U0000001ABC6504304,OK,1
6:19:05,001CB1U0000001ABC6504350,OK,2
6:23:01,001CB1U0000001ABC6504352,OK,1
6:23:04,001CB1U0000001ABC6504290,OK,2
6:24:01,001CB1U0000001ABC6504292,OK,1
6:24:04,001CB1U0000001ABC6504294,OK,2
6:24:12,001CB1U0000001ABC6504326,OK,1
6:24:16,001CB1U0000001ABC6504354,OK,2
6:24:27,001CB1U0000001ABC6504330,OK,1
6:24:30,001CB1U0000001ABC6504332,OK,2
6:24:39,001CB1U0000001ABC6504356,OK,1
6:24:42,001CB1U0000001ABC6504358,OK,2
6:24:55,001CB1U0000001ABC6504362,OK,2
6:25:07,001CB1U0000001ABC6504296,OK,1
6:25:14,001CB1U0000001ABC6502358,OK,2
6:25:17,001CB1U0000001ABC6502516,OK,1
6:25:25,001CB1U0000001ABC6502558,OK,2
6:25:29,001CB1U0000001ABC6502478,OK,1
6:25:36,001CB1U0000001ABC6502532,OK,2
6:25:40,001CB1U0000001ABC6502518,OK,1
6:28:04,001CB1U0000001ABC6504392,OK,1
6:28:07,001CB1U0000001ABC6504430,OK,2
6:29:06,001CB1U0000001ABC6501882,OK,1
6:29:09,001CB1U0000001ABC6501884,OK,2
6:29:17,001CB1U0000001ABC6501898,OK,1
6:29:20,001CB1U0000001ABC6501900,OK,2
6:29:28,001CB1U0000001ABC6501992,OK,1
6:29:31,001CB1U0000001ABC6501988,OK,2
6:29:39,001CB1U0000001ABC6501706,OK,1
6:29:44,001CB1U0000001ABC6502366,OK,2
6:29:52,001CB1U0000001ABC6502006,OK,1
6:29:56,001CB1U0000001ABC6501616,OK,2
6:30:04,001CB1U0000001ABC6502288,OK,1
6:30:08,001CB1U0000001ABC6502286,OK,2
6:30:16,001CB1U0000001ABC6501982,OK,1
6:30:21,001CB1U0000001ABC6501974,OK,2
6:30:29,001CB1U0000001ABC6502272,OK,1
6:30:33,001CB1U0000001ABC6502278,OK,2
6:30:41,001CB1U0000001ABC6504432,OK,1
6:30:46,001CB1U0000001ABC6504434,OK,2
6:31:06,001CB1U0000001ABC6502368,OK,1
6:31:10,001CB1U0000001ABC6501964,OK,2
6:31:18,001CB1U0000001ABC6504440,OK,1
6:31:21,001CB1U0000001ABC6504442,OK,2
6:31:29,001CB1U0000001ABC6504444,OK,1
6:31:32,001CB1U0000001ABC6504384,OK,2
6:31:41,001CB1U0000001ABC6504386,OK,1
6:31:44,001CB1U0000001ABC6504388,OK,2
6:31:52,001CB1U0000001ABC6504390,OK,1
6:31:56,001CB1U0000001ABC6504446,OK,2
6:32:11,001CB1U0000001ABC6504420,OK,2
6:32:19,001CB1U0000001ABC6504452,OK,1
6:32:22,001CB1U0000001ABC6504466,OK,2
6:32:30,001CB1U0000001ABC6504476,OK,1
6:32:33,001CB1U0000001ABC6504468,OK,2
6:32:45,001CB1U0000001ABC6504470,OK,1
6:32:53,001CB1U0000001ABC6504474,OK,2
6:32:57,001CB1U0000001ABC6504478,OK,1
6:33:04,001CB1U0000001ABC6504424,OK,2
6:33:08,001CB1U0000001ABC6504422,OK,1
6:33:15,001CB1U0000001ABC6504428,OK,2
6:33:19,001CB1U0000001ABC6504426,OK,1
6:34:15,001CB1U0000001ABC6504448,OK,2
6:34:23,001CB1U0000001ABC6504450,OK,1
6:34:27,001CB1U0000001ABC6504480,OK,2
6:34:35,001CB1U0000001ABC6504482,OK,1
6:34:40,001CB1U0000001ABC6504454,OK,2
6:34:48,001CB1U0000001ABC6504456,OK,1
6:34:53,001CB1U0000001ABC6504458,OK,2
6:35:02,001CB1U0000001ABC6504484,OK,1
6:35:17,001CB1U0000001ABC6504486,OK,2
6:35:25,001CB1U0000001ABC6504488,OK,1
6:35:30,001CB1U0000001ABC6504490,OK,2
6:35:39,001CB1U0000001ABC6504156,OK,1
6:35:43,001CB1U0000001ABC6504492,OK,2
6:35:51,001CB1U0000001ABC6504118,OK,1
6:35:57,001CB1U0000001ABC6504152,OK,2
6:36:32,001CB1U0000001ABC6504150,OK,2
6:36:40,001CB1U0000001ABC6504148,OK,1
6:36:43,001CB1U0000001ABC6504162,OK,2
6:36:52,001CB1U0000001ABC6504160,OK,1
6:36:56,001CB1U0000001ABC6504134,OK,2
6:37:04,001CB1U0000001ABC6504132,OK,1
6:37:10,001CB1U0000001ABC6503454,OK,2
6:37:18,001CB1U0000001ABC6504460,OK,1
6:37:36,001CB1U0000001ABC6504462,OK,2
6:37:44,001CB1U0000001ABC6502212,OK,1
6:37:51,001CB1U0000001ABC6502216,OK,2
6:38:03,NG,NG,1
6:38:07,001CB1U0000001ABC6504020,OK,2
6:38:14,001CB1U0000001ABC6501828,OK,1
6:38:18,001CB1U0000001ABC6501826,OK,2
6:38:26,001CB1U0000001ABC6501800,OK,1
6:38:43,001CB1U0000001ABC6501832,OK,2
6:38:51,001CB1U0000001ABC6501910,OK,1
6:38:57,001CB1U0000001ABC6501908,OK,2
6:39:05,001CB1U0000001ABC6501802,OK,1
6:39:13,001CB1U0000001ABC6501848,OK,2
6:39:21,001CB1U0000001ABC6501896,OK,1
6:39:27,001CB1U0000001ABC6501894,OK,2
6:39:35,001CB1U0000001ABC6504464,OK,1
6:39:40,001CB1U0000001ABC6504158,OK,2
6:39:48,001CB1U0000001ABC6503622,OK,1
6:39:53,001CB1U0000001ABC6503626,OK,2
6:40:01,001CB1U0000001ABC6504130,OK,1
6:40:05,001CB1U0000001ABC6504164,OK,2
6:40:14,001CB1U0000001ABC6503630,OK,1
6:40:25,001CB1U0000001ABC6503600,OK,2
6:40:33,001CB1U0000001ABC6503612,OK,1
6:40:37,001CB1U0000001ABC6504138,OK,2
6:40:45,001CB1U0000001ABC6504136,OK,1
6:40:50,001CB1U0000001ABC6503408,OK,2
6:40:58,001CB1U0000001ABC6503442,OK,1
6:41:03,001CB1U0000001ABC6503412,OK,2
6:41:11,001CB1U0000001ABC6503492,OK,1
6:41:16,001CB1U0000001ABC6504496,OK,2
6:41:24,001CB1U0000001ABC6503452,OK,1
6:41:35,001CB1U0000001ABC6504502,OK,2
6:41:43,001CB1U0000001ABC6504504,OK,1
6:41:48,001CB1U0000001ABC6504506,OK,2
6:41:56,001CB1U0000001ABC6504508,OK,1
6:42:00,001CB1U0000001ABC6504512,OK,2
6:42:08,001CB1U0000001ABC6504514,OK,1
6:42:14,001CB1U0000001ABC6504516,OK,2
6:42:22,001CB1U0000001ABC6504518,OK,1
6:42:26,001CB1U0000001ABC6504520,OK,2
6:42:39,001CB1U0000001ABC6504522,OK,1
6:42:46,001CB1U0000001ABC6504528,OK,2
6:42:50,001CB1U0000001ABC6504526,OK,1
6:43:03,001CB1U0000001ABC6504530,OK,1
6:43:10,001CB1U0000001ABC6504536,OK,2
6:43:15,001CB1U0000001ABC6504534,OK,1
6:43:29,001CB1U0000001ABC6504538,OK,1
6:43:36,001CB1U0000001ABC6504554,OK,2
6:43:40,001CB1U0000001ABC6504552,OK,1
6:43:48,001CB1U0000001ABC6504558,OK,2
6:43:51,001CB1U0000001ABC6504556,OK,1
6:43:59,001CB1U0000001ABC6504562,OK,2
6:44:03,001CB1U0000001ABC6504560,OK,1
6:44:12,001CB1U0000001ABC6504566,OK,2
6:44:15,001CB1U0000001ABC6504564,OK,1
6:44:27,001CB1U0000001ABC6504570,OK,2
6:44:35,001CB1U0000001ABC6504572,OK,1
6:44:39,001CB1U0000001ABC6504574,OK,2
6:44:47,001CB1U0000001ABC6504576,OK,1
6:44:50,001CB1U0000001ABC6504578,OK,2
6:44:58,001CB1U0000001ABC6504580,OK,1
6:45:01,001CB1U0000001ABC6504540,OK,2
6:45:10,001CB1U0000001ABC6504542,OK,1
6:45:14,001CB1U0000001ABC6504582,OK,2
6:45:22,001CB1U0000001ABC6504584,OK,1
6:45:26,001CB1U0000001ABC6504586,OK,2
6:45:35,001CB1U0000001ABC6504588,OK,1
6:45:39,001CB1U0000001ABC6504590,OK,2
6:45:47,001CB1U0000001ABC6504592,OK,1
6:45:51,001CB1U0000001ABC6504594,OK,2
6:45:59,001CB1U0000001ABC6501804,OK,1
6:46:04,001CB1U0000001ABC6501850,OK,2
6:46:12,001CB1U0000001ABC6501892,OK,1
6:46:16,001CB1U0000001ABC6501890,OK,2
6:46:24,001CB1U0000001ABC6501806,OK,1
6:46:29,001CB1U0000001ABC6501852,OK,2
6:46:37,001CB1U0000001ABC6501886,OK,1
6:46:42,001CB1U0000001ABC6501874,OK,2
6:47:11,001CB1U0000001ABC6504596,OK,1
6:47:14,001CB1U0000001ABC6504598,OK,2
6:47:39,001CB1U0000001ABC6504600,OK,1
6:47:43,001CB1U0000001ABC6504544,OK,2
6:47:51,001CB1U0000001ABC6504498,OK,1
6:47:54,001CB1U0000001ABC6504602,OK,2
6:48:03,001CB1U0000001ABC6504604,OK,1
6:48:06,001CB1U0000001ABC6504606,OK,2
6:51:04,001CB1U0000001ABC6501788,OK,1
6:51:08,001CB1U0000001ABC6501792,OK,2
6:51:16,001CB1U0000001ABC6504608,OK,1
6:51:19,001CB1U0000001ABC6504610,OK,2
6:51:28,001CB1U0000001ABC6504612,OK,1
6:51:31,001CB1U0000001ABC6504614,OK,2
6:51:39,001CB1U0000001ABC6504616,OK,1
6:51:42,001CB1U0000001ABC6504618,OK,2
6:51:51,001CB1U0000001ABC6504620,OK,1
6:51:54,001CB1U0000001ABC6504622,OK,2
6:52:02,001CB1U0000001ABC6504624,OK,1
6:52:07,001CB1U0000001ABC6504626,OK,2
6:52:15,001CB1U0000001ABC6504628,OK,1
6:52:19,001CB1U0000001ABC6504630,OK,2
6:52:27,001CB1U0000001ABC6504670,OK,1
6:52:31,001CB1U0000001ABC6504672,OK,2
6:52:40,001CB1U0000001ABC6504674,OK,1
6:52:44,001CB1U0000001ABC6504632,OK,2
6:52:52,001CB1U0000001ABC6504634,OK,1
6:52:57,001CB1U0000001ABC6504726,OK,2
6:53:05,001CB1U0000001ABC6504728,OK,1
6:53:09,001CB1U0000001ABC6504730,OK,2
6:53:17,001CB1U0000001ABC6504732,OK,1
6:53:22,001CB1U0000001ABC6504734,OK,2
6:53:30,001CB1U0000001ABC6504736,OK,1
6:53:34,001CB1U0000001ABC6504738,OK,2
6:53:43,001CB1U0000001ABC6504740,OK,1
6:53:47,001CB1U0000001ABC6504742,OK,2
6:53:55,001CB1U0000001ABC6504650,OK,1
6:53:59,001CB1U0000001ABC6504274,OK,2
6:54:07,001CB1U0000001ABC6501530,OK,1
6:54:12,001CB1U0000001ABC6501538,OK,2
6:54:20,001CB1U0000001ABC6504744,OK,1
6:54:24,001CB1U0000001ABC6504746,OK,2
6:54:33,001CB1U0000001ABC6504748,OK,1
6:54:37,001CB1U0000001ABC6504750,OK,2
6:54:45,001CB1U0000001ABC6504752,OK,1
6:54:50,001CB1U0000001ABC6504754,OK,2
6:54:58,001CB1U0000001ABC6504756,OK,1
6:55:02,001CB1U0000001ABC6504758,OK,2
6:55:11,001CB1U0000001ABC6504760,OK,1
6:55:15,001CB1U0000001ABC6504762,OK,2
6:55:23,001CB1U0000001ABC6504764,OK,1
6:55:27,001CB1U0000001ABC6504766,OK,2
6:55:39,001CB1U0000001ABC6504768,OK,1
6:55:46,001CB1U0000001ABC6504770,OK,2
6:55:54,001CB1U0000001ABC6504772,OK,1
6:56:00,001CB1U0000001ABC6504774,OK,2
6:56:07,001CB1U0000001ABC6504776,OK,1
6:56:12,001CB1U0000001ABC6504778,OK,2
6:56:20,001CB1U0000001ABC6504780,OK,1
6:56:25,001CB1U0000001ABC6504782,OK,2
6:56:33,001CB1U0000001ABC6504784,OK,1
6:56:37,001CB1U0000001ABC6504786,OK,2
6:56:51,001CB1U0000001ABC6504790,OK,2
6:56:59,001CB1U0000001ABC6501542,OK,1
6:57:02,001CB1U0000001ABC6501534,OK,2
6:57:10,001CB1U0000001ABC6504792,OK,1
6:57:14,001CB1U0000001ABC6504796,OK,2
6:57:22,001CB1U0000001ABC6504798,OK,1
6:57:35,001CB1U0000001ABC6504800,OK,2
6:57:43,001CB1U0000001ABC6504802,OK,1
6:57:47,001CB1U0000001ABC6504804,OK,2
6:57:55,001CB1U0000001ABC6504806,OK,1
6:57:59,001CB1U0000001ABC6504808,OK,2
6:58:08,001CB1U0000001ABC6504810,OK,1
6:58:12,001CB1U0000001ABC6504812,OK,2
6:58:20,001CB1U0000001ABC6503446,OK,1
6:58:37,001CB1U0000001ABC6504814,OK,2
6:58:46,001CB1U0000001ABC6504654,OK,1
6:58:49,001CB1U0000001ABC6504662,OK,2
6:58:57,001CB1U0000001ABC6504690,OK,1
6:59:13,001CB1U0000001ABC6504708,OK,2
6:59:22,001CB1U0000001ABC6504816,OK,1
6:59:25,001CB1U0000001ABC6503470,OK,2
6:59:33,001CB1U0000001ABC6503438,OK,1
6:59:37,001CB1U0000001ABC6504818,OK,2
6:59:46,001CB1U0000001ABC6503352,OK,1
6:59:50,001CB1U0000001ABC6504820,OK,2
6:59:58,001CB1U0000001ABC6503468,OK,1
7:00:02,001CB1U0000001ABC6504822,OK,2
7:00:10,001CB1U0000001ABC6501522,OK,1
7:00:18,001CB1U0000001ABC6501524,OK,2
7:00:26,001CB1U0000001ABC6501528,OK,1
7:00:31,001CB1U0000001ABC6501526,OK,2
7:00:39,001CB1U0000001ABC6501474,OK,1
7:00:45,001CB1U0000001ABC6501470,OK,2
7:00:52,001CB1U0000001ABC6501540,OK,1
7:01:02,001CB1U0000001ABC6501742,OK,2
7:01:10,001CB1U0000001ABC6503500,OK,1
7:01:16,001CB1U0000001ABC6504824,OK,2
7:01:23,001CB1U0000001ABC6501472,OK,1
7:01:28,001CB1U0000001ABC6501536,OK,2
7:01:36,001CB1U0000001ABC6503466,OK,1
7:01:41,001CB1U0000001ABC6503414,OK,2
7:01:49,001CB1U0000001ABC6504826,OK,1
7:02:13,001CB1U0000001ABC6503498,OK,2
7:02:22,001CB1U0000001ABC6504828,OK,1
7:02:26,001CB1U0000001ABC6500130,OK,2
7:02:34,001CB1U0000001ABC6503478,OK,1
7:02:39,001CB1U0000001ABC6503476,OK,2
7:02:47,001CB1U0000001ABC6504676,OK,1
7:02:52,001CB1U0000001ABC6504678,OK,2
7:03:28,001CB1U0000001ABC6504682,OK,2
7:03:36,001CB1U0000001ABC6504830,OK,1
7:03:39,001CB1U0000001ABC6503502,OK,2
7:03:47,001CB1U0000001ABC6501532,OK,1
7:03:52,001CB1U0000001ABC6501478,OK,2
7:03:59,001CB1U0000001ABC6501442,OK,1
7:04:05,001CB1U0000001ABC6501520,OK,2
7:05:06,001CB1U0000001ABC6504838,OK,1
7:05:09,001CB1U0000001ABC6503496,OK,2
7:05:21,001CB1U0000001ABC6504836,OK,2
7:05:29,001CB1U0000001ABC6504834,OK,1
7:05:32,001CB1U0000001ABC6503834,OK,2
7:05:41,001CB1U0000001ABC6503586,OK,1
7:05:44,001CB1U0000001ABC6504832,OK,2
7:05:52,001CB1U0000001ABC6503460,OK,1
7:05:55,001CB1U0000001ABC6504842,OK,2
7:06:03,001CB1U0000001ABC6504140,OK,1
7:06:07,001CB1U0000001ABC6504844,OK,2
7:06:16,001CB1U0000001ABC6503406,OK,1
7:06:20,001CB1U0000001ABC6504846,OK,2
7:06:28,001CB1U0000001ABC6503464,OK,1
7:06:32,001CB1U0000001ABC6504848,OK,2
7:06:41,001CB1U0000001ABC6503448,OK,1
7:06:45,001CB1U0000001ABC6504850,OK,2
7:06:57,001CB1U0000001ABC6503494,OK,1
7:07:05,001CB1U0000001ABC6503846,OK,2
7:07:08,001CB1U0000001ABC6503848,OK,1
7:07:16,001CB1U0000001ABC6504858,OK,2
7:07:20,001CB1U0000001ABC6504860,OK,1
7:07:27,001CB1U0000001ABC6504862,OK,2
7:07:31,001CB1U0000001ABC6503844,OK,1
7:07:41,001CB1U0000001ABC6504864,OK,2
7:07:44,001CB1U0000001ABC6504854,OK,1
7:08:15,001CB1U0000001ABC6501502,OK,1
7:08:18,001CB1U0000001ABC6501512,OK,2
7:08:26,001CB1U0000001ABC6501426,OK,1
7:08:29,001CB1U0000001ABC6501418,OK,2
7:08:37,001CB1U0000001ABC6504866,OK,1
7:08:41,001CB1U0000001ABC6503842,OK,2
7:08:53,001CB1U0000001ABC6503840,OK,1
7:09:00,001CB1U0000001ABC6501482,OK,2
7:09:04,001CB1U0000001ABC6501496,OK,1
7:09:12,001CB1U0000001ABC6504870,OK,2
7:09:16,001CB1U0000001ABC6503836,OK,1
7:09:23,001CB1U0000001ABC6503052,OK,2
7:09:27,001CB1U0000001ABC6504872,OK,1
7:09:35,001CB1U0000001ABC6501424,OK,2
7:09:39,001CB1U0000001ABC6501420,OK,1
