时间,条码,扫码结果,位置
3:52:40,001CB1U0000001ABB6501688,OK,2
3:52:48,001CB1U0000001ABB6501686,OK,1
3:52:54,001CB1U0000001ABB6501684,OK,2
3:53:02,001CB1U0000001ABB6501682,OK,1
3:53:19,001CB1U0000001ABB6501676,OK,2
3:53:28,001CB1U0000001ABB6501856,OK,1
3:53:34,001CB1U0000001ABB6501640,OK,2
3:53:41,001CB1U0000001ABB6501812,OK,1
3:53:47,001CB1U0000001ABB6501814,OK,2
3:53:54,001CB1U0000001AB96502907,OK,1
3:54:00,001CB1U0000001AB96502847,OK,2
3:56:02,001CB1U0000001ABB6501594,OK,1
3:56:06,001CB1U0000001ABB6501860,OK,2
3:56:24,001CB1U0000001ABB6501862,OK,1
3:56:28,001CB1U0000001ABB6501864,OK,2
3:56:46,001CB1U0000001ABB6501866,OK,1
3:56:49,001CB1U0000001ABB6501868,OK,2
3:56:59,001CB1U0000001ABB6501870,OK,1
3:57:03,001CB1U0000001ABB6501872,OK,2
3:57:11,001CB1U0000001ABB6501874,OK,1
3:57:14,001CB1U0000001ABB6501876,OK,2
3:57:22,001CB1U0000001ABB6501878,OK,1
3:57:26,001CB1U0000001ABB6501698,OK,2
3:57:34,001CB1U0000001ABB6501846,OK,1
3:57:38,001CB1U0000001ABB6501880,OK,2
3:57:47,001CB1U0000001ABB6501882,OK,1
3:57:51,001CB1U0000001ABB6501884,OK,2
3:57:59,001CB1U0000001ABB6501886,OK,1
3:58:03,001CB1U0000001ABB6501888,OK,2
3:58:12,001CB1U0000001ABB6501890,OK,1
3:58:16,001CB1U0000001ABB6501694,OK,2
3:58:24,001CB1U0000001ABB6501700,OK,1
3:58:28,001CB1U0000001ABB6501892,OK,2
3:58:37,001CB1U0000001ABB6501894,OK,1
3:58:41,001CB1U0000001ABB6501896,OK,2
3:58:49,001CB1U0000001ABB6501898,OK,1
3:58:53,001CB1U0000001ABB6501900,OK,2
3:59:02,001CB1U0000001ABB6501902,OK,1
3:59:06,001CB1U0000001ABB6501904,OK,2
3:59:14,001CB1U0000001ABB6501906,OK,1
3:59:19,001CB1U0000001ABB6501908,OK,2
3:59:27,001CB1U0000001ABB6501910,OK,1
3:59:31,001CB1U0000001ABB6501912,OK,2
3:59:46,001CB1U0000001ABB6501916,OK,2
3:59:58,001CB1U0000001ABB6501920,OK,2
4:00:05,001CB1U0000001ABB6501159,OK,1
4:00:09,001CB1U0000001ABB6501711,OK,2
4:00:17,001CB1U0000001ABB6501922,OK,1
4:00:20,001CB1U0000001ABB6501924,OK,2
4:00:28,001CB1U0000001ABB6501926,OK,1
4:00:33,001CB1U0000001ABB6501928,OK,2
4:00:41,001CB1U0000001ABB6501930,OK,1
4:00:45,001CB1U0000001ABB6501932,OK,2
4:00:54,001CB1U0000001ABB6501934,OK,1
4:00:58,001CB1U0000001ABB6501936,OK,2
4:01:06,001CB1U0000001ABB6501938,OK,1
4:01:10,001CB1U0000001ABB6501940,OK,2
4:01:19,001CB1U0000001ABB6501942,OK,1
4:01:23,001CB1U0000001ABB6501944,OK,2
4:01:31,001CB1U0000001ABB6501459,OK,1
4:01:35,001CB1U0000001ABB6501659,OK,2
4:01:49,001CB1U0000001ABB6501948,OK,2
4:01:57,001CB1U0000001ABB6501950,OK,1
4:02:00,001CB1U0000001ABB6501952,OK,2
4:02:13,001CB1U0000001ABB6501956,OK,2
4:02:20,001CB1U0000001AB96502687,OK,1
4:02:27,001CB1U0000001AB96502741,OK,2
4:02:36,001CB1U0000001ABB6501958,OK,1
4:02:52,001CB1U0000001ABB6501960,OK,2
4:02:59,001CB1U0000001ABB6501962,OK,1
4:03:15,001CB1U0000001ABB6501964,OK,2
4:03:33,001CB1U0000001ABB6501968,OK,2
4:03:41,001CB1U0000001ABB6501970,OK,1
4:03:55,001CB1U0000001ABB6501972,OK,2
4:04:03,001CB1U0000001ABB6501974,OK,1
4:04:35,001CB1U0000001ABB6501976,OK,2
4:04:58,001CB1U0000001ABB6501980,OK,2
4:05:06,001CB1U0000001AB96502719,OK,1
4:05:17,001CB1U0000001AB96502717,OK,2
4:05:24,001CB1U0000001AB96502725,OK,1
4:05:29,001CB1U0000001AB96502737,OK,2
4:05:36,001CB1U0000001AB96502663,OK,1
4:05:42,001CB1U0000001AB96502715,OK,2
4:05:54,001CB1U0000001AB96502727,OK,2
4:06:45,001CB1U0000001AB96502675,OK,1
4:06:52,001CB1U0000001AB96502653,OK,2
4:06:56,001CB1U0000001AB96502677,OK,1
4:07:03,001CB1U0000001AB96502723,OK,2
4:07:07,001CB1U0000001AB96502739,OK,1
4:07:14,001CB1U0000001AB96502627,OK,2
4:07:51,001CB1U0000001AB96502603,OK,1
4:07:58,001CB1U0000001ABB6501984,OK,2
4:08:03,001CB1U0000001ABB6501982,OK,1
4:10:37,001CB1U0000001ABB6501986,OK,1
4:10:40,001CB1U0000001ABB6501988,OK,2
4:10:50,001CB1U0000001ABB6501990,OK,1
4:10:53,001CB1U0000001ABB6501992,OK,2
4:11:01,001CB1U0000001ABB6501994,OK,1
4:11:05,001CB1U0000001ABB6501996,OK,2
4:11:13,001CB1U0000001ABB6501998,OK,1
4:11:17,001CB1U0000001ABB6502000,OK,2
4:11:25,001CB1U0000001ABB6502016,OK,1
4:11:29,001CB1U0000001ABB6502018,OK,2
4:11:37,001CB1U0000001ABB6502020,OK,1
4:11:42,001CB1U0000001ABB6501696,OK,2
4:12:00,001CB1U0000001ABB6501057,OK,1
4:12:03,001CB1U0000001ABB6501551,OK,2
4:12:16,001CB1U0000001ABB6501674,OK,1
4:12:24,001CB1U0000001ABB6502004,OK,2
4:12:27,001CB1U0000001ABB6502034,OK,1
4:12:35,001CB1U0000001ABB6502008,OK,2
4:12:38,001CB1U0000001ABB6502036,OK,1
4:12:47,001CB1U0000001ABB6502038,OK,2
4:12:50,001CB1U0000001ABB6502002,OK,1
4:12:59,001CB1U0000001ABB6502012,OK,2
4:13:03,001CB1U0000001ABB6502040,OK,1
4:13:11,001CB1U0000001ABA6515195,OK,2
4:13:15,001CB1U0000001ABB6501049,OK,1
4:13:24,001CB1U0000001ABB6502042,OK,2
4:13:28,001CB1U0000001ABB6502006,OK,1
4:13:36,001CB1U0000001ABB6502022,OK,2
4:13:39,001CB1U0000001ABB6502010,OK,1
4:13:47,001CB1U0000001ABB6501455,OK,2
4:13:51,001CB1U0000001ABB6501227,OK,1
4:14:00,001CB1U0000001ABB6501461,OK,2
4:14:03,001CB1U0000001ABB6501501,OK,1
4:14:12,001CB1U0000001ABB6501431,OK,2
4:14:23,001CB1U0000001ABB6501457,OK,1
4:14:30,001CB1U0000001ABB6500845,OK,2
4:14:34,001CB1U0000001ABB6501245,OK,1
4:14:41,001CB1U0000001ABB6501425,OK,2
4:14:49,001CB1U0000001ABB6501585,OK,1
4:14:56,001CB1U0000001ABB6501147,OK,2
4:15:00,001CB1U0000001ABB6501153,OK,1
4:15:08,001CB1U0000001ABB6501699,OK,2
4:15:12,001CB1U0000001ABB6500987,OK,1
4:15:36,001CB1U0000001ABB6502046,OK,2
4:15:44,001CB1U0000001ABB6502048,OK,1
4:15:47,001CB1U0000001ABB6502050,OK,2
4:15:54,001CB1U0000001ABB6501573,OK,1
4:15:58,001CB1U0000001ABB6501403,OK,2
4:16:45,001CB1U0000001ABB6502052,OK,1
4:16:53,001CB1U0000001ABB6502058,OK,2
4:16:56,001CB1U0000001ABB6502056,OK,1
4:17:08,001CB1U0000001ABB6502062,OK,2
4:17:21,001CB1U0000001ABB6502066,OK,2
4:19:18,001CB1U0000001AB96503265,OK,1
4:19:21,001CB1U0000001ABB6501776,OK,2
4:19:29,001CB1U0000001ABB6500155,OK,1
4:19:32,001CB1U0000001ABB6500301,OK,2
4:19:40,001CB1U0000001ABB6500269,OK,1
4:19:44,001CB1U0000001ABB6500281,OK,2
4:19:51,001CB1U0000001ABB6500317,OK,1
4:19:56,001CB1U0000001ABB6500327,OK,2
4:20:03,001CB1U0000001ABB6500747,OK,1
4:20:08,001CB1U0000001ABA6514979,OK,2
4:20:16,001CB1U0000001ABB6500335,OK,1
4:20:21,001CB1U0000001ABB6500387,OK,2
4:20:28,001CB1U0000001ABB6500789,OK,1
4:20:33,001CB1U0000001ABB6500865,OK,2
4:20:41,001CB1U0000001ABB6501165,OK,1
4:20:46,001CB1U0000001ABB6501027,OK,2
4:20:53,001CB1U0000001ABB6501623,OK,1
4:20:58,001CB1U0000001ABB6501453,OK,2
4:21:06,001CB1U0000001ABB6500927,OK,1
4:21:11,001CB1U0000001ABB6501195,OK,2
4:21:45,001CB1U0000001ABB6502092,OK,1
4:22:13,001CB1U0000001ABB6502096,OK,1
4:22:16,001CB1U0000001ABB6502098,OK,2
4:22:26,001CB1U0000001ABB6502100,OK,1
4:22:30,001CB1U0000001ABB6502030,OK,2
4:22:37,001CB1U0000001ABB6502024,OK,1
4:22:41,001CB1U0000001ABB6502102,OK,2
4:23:25,001CB1U0000001ABB6502108,OK,1
4:23:28,001CB1U0000001ABB6502110,OK,2
4:23:51,001CB1U0000001ABB6502130,OK,1
4:23:54,001CB1U0000001ABB6502132,OK,2
4:24:05,001CB1U0000001ABB6502134,OK,1
4:24:09,001CB1U0000001ABB6502136,OK,2
4:24:18,001CB1U0000001ABB6500523,OK,1
4:24:21,001CB1U0000001ABB6500515,OK,2
4:24:29,001CB1U0000001ABB6502138,OK,1
4:24:32,001CB1U0000001ABB6502140,OK,2
4:24:40,001CB1U0000001ABA6515085,OK,1
4:24:44,001CB1U0000001ABA6515171,OK,2
4:24:52,001CB1U0000001ABB6502142,OK,1
4:24:57,001CB1U0000001ABB6502144,OK,2
4:25:11,001CB1U0000001ABB6502086,OK,2
4:25:19,001CB1U0000001ABB6502072,OK,1
4:25:22,001CB1U0000001ABB6502148,OK,2
4:25:31,001CB1U0000001ABB6502150,OK,1
4:25:34,001CB1U0000001ABB6502152,OK,2
4:25:48,001CB1U0000001ABB6502156,OK,2
4:25:56,001CB1U0000001ABB6502158,OK,1
4:25:59,001CB1U0000001ABB6502160,OK,2
4:26:07,001CB1U0000001ABB6502162,OK,1
4:26:11,NG,NG,2
4:26:19,001CB1U0000001ABB6502166,OK,1
4:26:22,001CB1U0000001ABB6502168,OK,2
4:26:30,001CB1U0000001ABB6500543,OK,1
4:26:34,001CB1U0000001ABA6513359,OK,2
4:26:42,001CB1U0000001ABB6500313,OK,1
4:26:52,001CB1U0000001ABB6500473,OK,2
4:26:59,001CB1U0000001ABB6500379,OK,1
4:27:05,001CB1U0000001ABB6500259,OK,2
4:27:12,001CB1U0000001ABB6500359,OK,1
4:27:18,001CB1U0000001ABB6500321,OK,2
4:27:26,001CB1U0000001ABB6502170,OK,1
4:27:30,001CB1U0000001ABB6502172,OK,2
4:27:38,001CB1U0000001ABB6502174,OK,1
4:27:43,001CB1U0000001ABB6502176,OK,2
4:27:51,001CB1U0000001ABB6502178,OK,1
4:27:57,001CB1U0000001ABB6502180,OK,2
4:28:05,001CB1U0000001ABB6502182,OK,1
4:28:10,001CB1U0000001ABB6502184,OK,2
4:28:25,001CB1U0000001ABB6502188,OK,2
4:28:33,001CB1U0000001ABB6502190,OK,1
4:28:37,001CB1U0000001ABB6502192,OK,2
4:28:45,001CB1U0000001ABB6500251,OK,1
4:28:48,001CB1U0000001ABB6500119,OK,2
4:28:56,001CB1U0000001ABB6502194,OK,1
4:29:01,001CB1U0000001ABB6502196,OK,2
4:29:09,001CB1U0000001ABB6502198,OK,1
4:29:13,001CB1U0000001ABB6502212,OK,2
4:29:20,001CB1U0000001ABB6500253,OK,1
4:29:34,001CB1U0000001ABB6500463,OK,2
4:29:42,001CB1U0000001ABB6502214,OK,1
4:29:47,001CB1U0000001ABB6502216,OK,2
4:29:56,001CB1U0000001ABB6502126,OK,1
4:29:59,001CB1U0000001ABB6502128,OK,2
4:30:08,001CB1U0000001ABB6502124,OK,1
4:30:12,001CB1U0000001ABB6502104,OK,2
4:38:22,001CB1U0000001ABB6500267,OK,1
4:38:25,001CB1U0000001ABB6500189,OK,2
4:38:33,001CB1U0000001ABB6500861,OK,1
4:38:36,001CB1U0000001ABB6500863,OK,2
4:42:10,001CB1U0000001ABB6502250,OK,1
4:42:13,001CB1U0000001ABB6502252,OK,2
4:43:55,001CB1U0000001ABA6513859,OK,1
4:43:58,001CB1U0000001ABA6512844,OK,2
4:44:15,001CB1U0000001ABA6513715,OK,1
4:44:18,001CB1U0000001ABA6513681,OK,2
4:44:26,001CB1U0000001ABA6514665,OK,1
4:44:29,001CB1U0000001ABA6514673,OK,2
4:44:37,001CB1U0000001ABA6514735,OK,1
4:44:40,001CB1U0000001ABA6514707,OK,2
4:44:48,001CB1U0000001ABA6514471,OK,1
4:44:56,001CB1U0000001ABA6514667,OK,2
4:45:04,001CB1U0000001ABA6514705,OK,1
4:45:15,001CB1U0000001ABA6514703,OK,2
4:45:23,001CB1U0000001ABA6513817,OK,1
4:45:27,001CB1U0000001ABA6513731,OK,2
4:45:35,001CB1U0000001ABA6515321,OK,1
4:45:40,001CB1U0000001ABA6515297,OK,2
4:45:48,001CB1U0000001ABA6514669,OK,1
4:46:01,001CB1U0000001ABA6514671,OK,2
4:46:09,001CB1U0000001ABB6502254,OK,1
4:46:20,001CB1U0000001ABB6502256,OK,2
4:46:27,001CB1U0000001ABA6515271,OK,1
4:46:32,001CB1U0000001ABA6515269,OK,2
4:46:45,001CB1U0000001ABB6502258,OK,1
4:46:48,001CB1U0000001ABB6502260,OK,2
4:46:56,001CB1U0000001ABB6502262,OK,1
4:47:04,001CB1U0000001ABB6502264,OK,2
4:47:12,001CB1U0000001ABB6502266,OK,1
4:47:25,001CB1U0000001ABB6502268,OK,2
4:47:43,001CB1U0000001ABB6502206,OK,1
4:47:46,001CB1U0000001ABB6502202,OK,2
4:47:58,001CB1U0000001ABB6502204,OK,2
4:48:11,001CB1U0000001ABB6502274,OK,2
4:48:20,001CB1U0000001ABB6502276,OK,1
4:48:37,001CB1U0000001ABB6502278,OK,2
4:50:28,001CB1U0000001ABB6502344,OK,2
4:50:41,001CB1U0000001ABB6502352,OK,1
4:50:48,001CB1U0000001ABA6512797,OK,2
4:50:51,001CB1U0000001ABA6512793,OK,1
4:50:59,001CB1U0000001ABB6502358,OK,2
4:51:03,001CB1U0000001ABB6502356,OK,1
4:51:10,001CB1U0000001ABB6502038,OK,2
4:51:14,001CB1U0000001ABB6502086,OK,1
4:51:22,001CB1U0000001ABA6512803,OK,2
4:51:26,001CB1U0000001ABA6512899,OK,1
4:51:35,001CB1U0000001ABA6512787,OK,2
4:51:39,001CB1U0000001ABA6512913,OK,1
4:51:47,001CB1U0000001ABA6512923,OK,2
4:51:51,001CB1U0000001ABA6512933,OK,1
4:52:00,001CB1U0000001ABA6513035,OK,2
4:52:03,001CB1U0000001ABA6513173,OK,1
4:52:17,001CB1U0000001ABB6502280,OK,1
4:52:24,001CB1U0000001ABA6512641,OK,2
4:52:28,001CB1U0000001ABA6512897,OK,1
4:52:35,001CB1U0000001ABA6513203,OK,2
4:52:40,001CB1U0000001ABA6512865,OK,1
4:52:49,001CB1U0000001ABA6512947,OK,2
4:52:53,001CB1U0000001ABA6512945,OK,1
4:53:01,001CB1U0000001ABA6513177,OK,2
4:53:05,001CB1U0000001ABA6513103,OK,1
4:55:12,001CB1U0000001ABB6502284,OK,1
4:55:15,001CB1U0000001ABB6502360,OK,2
4:55:23,001CB1U0000001ABB6502362,OK,1
4:55:26,001CB1U0000001ABB6502364,OK,2
4:55:46,001CB1U0000001ABB6502366,OK,1
4:55:49,001CB1U0000001ABB6502368,OK,2
4:56:07,001CB1U0000001ABB6502290,OK,1
4:56:10,001CB1U0000001ABB6502376,OK,2
4:56:29,001CB1U0000001ABB6502348,OK,1
4:56:32,001CB1U0000001ABB6502336,OK,2
4:56:40,001CB1U0000001ABB6502310,OK,1
4:56:43,001CB1U0000001ABB6502324,OK,2
4:56:51,001CB1U0000001ABB6502398,OK,1
4:56:54,001CB1U0000001ABB6502208,OK,2
4:57:51,001CB1U0000001ABB6502288,OK,1
4:58:02,001CB1U0000001ABB6502382,OK,2
4:58:10,001CB1U0000001ABB6502346,OK,1
4:58:13,001CB1U0000001ABB6502386,OK,2
4:58:21,001CB1U0000001ABB6502402,OK,1
4:58:27,001CB1U0000001ABB6502390,OK,2
4:58:39,001CB1U0000001ABB6502312,OK,2
4:58:43,001CB1U0000001ABB6502384,OK,1
4:58:55,001CB1U0000001ABB6502334,OK,2
4:59:02,001CB1U0000001ABB6502380,OK,1
4:59:06,001CB1U0000001ABB6502400,OK,2
4:59:14,001CB1U0000001ABA6514845,OK,1
4:59:18,001CB1U0000001ABA6512844,OK,2
4:59:25,001CB1U0000001AB96502817,OK,1
4:59:29,001CB1U0000001ABB6502164,OK,2
4:59:55,001CB1U0000001ABA6512503,OK,1
5:00:04,001CB1U0000001ABA6512599,OK,2
5:00:11,001CB1U0000001ABA6512907,OK,1
5:00:16,001CB1U0000001ABA6512911,OK,2
5:00:24,001CB1U0000001ABA6512639,OK,1
5:00:28,001CB1U0000001ABA6512603,OK,2
5:00:36,001CB1U0000001ABA6512801,OK,1
5:00:40,001CB1U0000001ABA6512905,OK,2
5:00:48,001CB1U0000001ABA6512703,OK,1
5:00:53,001CB1U0000001ABA6512749,OK,2
5:01:00,001CB1U0000001ABA6512901,OK,1
5:01:05,001CB1U0000001ABA6512903,OK,2
5:01:13,001CB1U0000001ABA6512909,OK,1
5:01:17,001CB1U0000001ABA6512847,OK,2
5:01:28,001CB1U0000001ABA6512921,OK,1
5:01:31,001CB1U0000001ABA6512915,OK,2
5:04:02,001CB1U0000001ABB6502392,OK,1
5:04:06,001CB1U0000001ABB6502404,OK,2
5:04:18,001CB1U0000001ABB6502408,OK,2
5:04:44,001CB1U0000001ABB6502412,OK,2
5:04:52,001CB1U0000001ABB6502414,OK,1
5:04:56,001CB1U0000001ABB6502416,OK,2
5:05:04,001CB1U0000001ABB6502418,OK,1
5:05:07,001CB1U0000001ABB6502420,OK,2
5:05:15,001CB1U0000001ABB6502422,OK,1
5:05:19,001CB1U0000001ABB6502424,OK,2
5:05:27,001CB1U0000001ABB6502426,OK,1
5:05:30,001CB1U0000001ABB6502428,OK,2
5:05:43,001CB1U0000001ABB6502430,OK,1
5:05:50,001CB1U0000001ABB6502436,OK,2
5:05:54,001CB1U0000001ABB6502434,OK,1
5:06:01,001CB1U0000001ABB6502440,OK,2
5:06:05,001CB1U0000001ABB6502438,OK,1
5:06:13,001CB1U0000001ABB6502480,OK,2
5:06:16,001CB1U0000001ABB6502442,OK,1
5:06:25,001CB1U0000001ABB6502484,OK,2
5:06:29,001CB1U0000001ABB6502482,OK,1
5:06:38,001CB1U0000001ABB6502494,OK,2
5:06:41,001CB1U0000001ABB6502492,OK,1
5:06:50,001CB1U0000001ABB6502464,OK,2
5:06:54,001CB1U0000001ABB6502496,OK,1
5:07:07,001CB1U0000001ABB6502458,OK,1
5:07:15,001CB1U0000001ABB6502468,OK,2
5:07:19,001CB1U0000001ABB6502500,OK,1
5:07:26,001CB1U0000001ABB6502472,OK,2
5:07:30,001CB1U0000001ABB6502462,OK,1
5:07:43,001CB1U0000001ABB6502502,OK,1
5:07:50,001CB1U0000001ABB6502508,OK,2
5:07:54,001CB1U0000001ABB6502506,OK,1
5:08:07,001CB1U0000001ABB6502470,OK,1
5:08:19,001CB1U0000001ABB6502474,OK,1
5:08:41,001CB1U0000001ABB6502512,OK,1
5:08:53,001CB1U0000001ABB6502516,OK,1
5:09:06,001CB1U0000001ABB6502454,OK,1
5:09:26,001CB1U0000001ABB6502520,OK,1
5:09:34,001CB1U0000001ABB6502526,OK,2
5:09:38,001CB1U0000001ABB6502524,OK,1
5:10:20,001CB1U0000001ABB6502532,OK,1
5:10:33,001CB1U0000001ABB6502536,OK,1
5:10:40,001CB1U0000001ABB6502542,OK,2
5:10:44,001CB1U0000001ABB6502540,OK,1
5:13:36,001CB1U0000001ABB6502544,OK,1
5:13:43,001CB1U0000001ABA6513584,OK,2
5:13:47,001CB1U0000001ABB6502208,OK,1
5:13:54,001CB1U0000001ABA6512403,OK,2
5:13:57,001CB1U0000001ABA6512225,OK,1
5:14:05,001CB1U0000001ABA6512423,OK,2
5:14:09,001CB1U0000001ABA6512227,OK,1
5:14:17,001CB1U0000001ABA6512485,OK,2
5:14:21,001CB1U0000001ABA6512113,OK,1
5:14:30,001CB1U0000001ABA6512373,OK,2
5:14:42,001CB1U0000001ABA6512231,OK,1
5:14:50,001CB1U0000001ABA6512569,OK,2
5:14:57,001CB1U0000001ABA6512579,OK,1
5:15:04,001CB1U0000001ABA6512451,OK,2
5:15:10,001CB1U0000001ABA6512357,OK,1
5:15:17,001CB1U0000001ABA6512583,OK,2
5:15:24,001CB1U0000001ABA6512593,OK,1
5:15:31,001CB1U0000001ABA6510849,OK,2
5:15:35,001CB1U0000001ABA6512099,OK,1
5:15:42,001CB1U0000001ABA6512611,OK,2
5:15:51,001CB1U0000001ABA6510711,OK,1
5:16:24,001CB1U0000001ABB6502548,OK,1
5:16:36,001CB1U0000001ABB6502552,OK,1
5:16:49,001CB1U0000001ABB6502556,OK,1
5:17:02,001CB1U0000001ABB6502560,OK,1
5:17:18,001CB1U0000001ABB6502564,OK,1
5:17:30,001CB1U0000001ABB6502568,OK,1
5:18:33,001CB1U0000001ABB6502572,OK,1
5:18:53,001CB1U0000001ABB6502578,OK,1
5:19:06,001CB1U0000001ABB6502582,OK,1
5:19:13,001CB1U0000001ABB6502598,OK,2
5:19:17,001CB1U0000001ABB6502586,OK,1
5:19:25,001CB1U0000001ABB6502574,OK,2
5:19:28,001CB1U0000001ABB6502622,OK,1
5:20:40,001CB1U0000001ABB6502624,OK,1
5:20:44,001CB1U0000001ABB6502488,OK,2
5:20:52,001CB1U0000001ABB6502626,OK,1
5:20:55,001CB1U0000001ABB6502602,OK,2
5:21:03,001CB1U0000001ABB6502588,OK,1
5:21:06,001CB1U0000001ABB6502634,OK,2
5:21:14,001CB1U0000001ABB6502636,OK,1
5:21:19,001CB1U0000001ABB6502638,OK,2
5:21:27,001CB1U0000001ABB6502640,OK,1
5:21:31,001CB1U0000001ABB6502606,OK,2
5:21:52,001CB1U0000001ABB6502644,OK,1
5:21:55,001CB1U0000001ABB6502610,OK,2
5:22:07,001CB1U0000001ABB6502596,OK,1
5:22:15,001CB1U0000001ABB6502650,OK,2
5:22:18,001CB1U0000001ABB6502648,OK,1
5:22:39,001CB1U0000001ABB6502656,OK,1
5:22:42,001CB1U0000001ABB6502676,OK,2
5:22:50,001CB1U0000001ABB6502614,OK,1
5:22:53,001CB1U0000001ABB6502632,OK,2
5:26:07,001CB1U0000001ABB6502680,OK,2
5:26:19,001CB1U0000001ABB6502682,OK,2
5:26:27,001CB1U0000001ABB6502684,OK,1
5:26:30,001CB1U0000001ABB6502600,OK,2
5:26:42,001CB1U0000001ABB6502604,OK,2
5:26:50,001CB1U0000001ABB6502594,OK,1
5:26:54,001CB1U0000001ABB6502686,OK,2
5:27:06,001CB1U0000001ABB6502660,OK,2
5:27:18,001CB1U0000001ABB6502608,OK,2
5:27:31,001CB1U0000001ABB6502690,OK,2
5:27:46,001CB1U0000001ABB6502664,OK,2
5:27:54,001CB1U0000001ABB6502692,OK,1
5:28:04,001CB1U0000001ABB6502694,OK,2
5:28:18,001CB1U0000001ABB6502674,OK,2
5:28:32,001CB1U0000001ABB6502718,OK,2
5:30:22,001CB1U0000001ABB6502722,OK,2
5:32:09,001CB1U0000001ABB6502712,OK,2
5:33:11,001CB1U0000001ABB6502710,OK,2
5:33:23,001CB1U0000001ABB6502726,OK,2
5:33:35,001CB1U0000001ABB6502728,OK,2
5:33:43,001CB1U0000001ABB6502730,OK,1
5:33:46,001CB1U0000001ABB6502300,OK,2
5:33:54,001CB1U0000001ABB6502396,OK,1
5:33:58,001CB1U0000001ABB6502120,OK,2
5:34:10,001CB1U0000001ABB6502378,OK,2
5:34:18,001CB1U0000001ABB6502700,OK,1
5:34:48,001CB1U0000001ABB6502672,OK,2
5:34:56,001CB1U0000001ABB6502704,OK,1
5:35:12,001CB1U0000001ABB6502698,OK,2
5:35:20,001CB1U0000001ABB6502708,OK,1
5:35:51,001CB1U0000001ABB6502758,OK,2
5:35:58,001CB1U0000001ABB6502756,OK,1
5:36:13,001CB1U0000001ABB6502296,OK,2
5:36:21,001CB1U0000001ABB6502286,OK,1
5:36:52,001CB1U0000001ABB6502760,OK,2
5:37:00,001CB1U0000001ABB6502762,OK,1
5:37:15,001CB1U0000001ABB6502766,OK,2
5:37:23,001CB1U0000001ABB6502764,OK,1
5:37:54,001CB1U0000001ABB6502768,OK,2
5:38:02,001CB1U0000001ABB6502770,OK,1
5:38:17,001CB1U0000001ABB6502776,OK,2
5:38:25,001CB1U0000001ABB6502778,OK,1
5:38:56,001CB1U0000001ABB6502780,OK,2
5:39:04,001CB1U0000001ABB6502782,OK,1
5:39:19,001CB1U0000001ABB6502784,OK,2
5:39:27,001CB1U0000001ABB6502786,OK,1
5:39:57,001CB1U0000001ABB6502790,OK,1
5:40:00,001CB1U0000001ABB6502792,OK,2
5:40:08,001CB1U0000001ABB6502794,OK,1
5:40:21,NG,NG,2
5:40:29,001CB1U0000001ABB6502798,OK,1
5:40:56,001CB1U0000001ABB6502244,OK,1
5:41:04,001CB1U0000001ABB6502808,OK,2
5:41:07,001CB1U0000001ABB6502772,OK,1
5:41:15,001CB1U0000001ABB6502814,OK,2
5:41:18,001CB1U0000001ABB6502810,OK,1
5:41:26,001CB1U0000001ABB6502822,OK,2
5:41:29,001CB1U0000001ABB6502816,OK,1
5:41:53,001CB1U0000001ABB6502828,OK,2
5:42:06,001CB1U0000001ABB6502800,OK,1
5:42:18,001CB1U0000001ABB6502804,OK,1
5:42:26,001CB1U0000001ABB6502840,OK,2
5:42:30,001CB1U0000001ABB6502836,OK,1
5:42:37,001CB1U0000001ABB6502844,OK,2
5:42:41,001CB1U0000001ABB6502314,OK,1
5:42:49,001CB1U0000001ABB6502846,OK,2
5:42:53,001CB1U0000001ABB6502818,OK,1
5:43:01,001CB1U0000001ABB6502826,OK,2
5:43:05,001CB1U0000001ABB6502848,OK,1
5:43:14,001CB1U0000001ABB6502852,OK,2
5:43:17,001CB1U0000001ABB6502820,OK,1
5:43:26,001CB1U0000001ABB6502854,OK,2
5:43:30,001CB1U0000001ABB6502830,OK,1
5:43:43,001CB1U0000001ABB6502856,OK,1
5:43:51,001CB1U0000001ABB6502860,OK,2
5:43:54,001CB1U0000001ABB6502858,OK,1
5:44:02,001CB1U0000001ABB6502802,OK,2
5:44:06,001CB1U0000001ABB6502806,OK,1
5:44:14,001CB1U0000001ABB6502864,OK,2
5:44:17,001CB1U0000001ABB6502862,OK,1
5:44:26,001CB1U0000001ABB6502866,OK,2
5:44:30,001CB1U0000001ABB6502842,OK,1
5:44:38,001CB1U0000001ABB6502870,OK,2
5:44:42,001CB1U0000001ABB6502868,OK,1
5:44:51,001CB1U0000001ABB6502874,OK,2
5:44:54,001CB1U0000001ABB6502872,OK,1
5:45:03,001CB1U0000001ABB6502876,OK,2
5:45:07,001CB1U0000001ABB6502812,OK,1
5:45:16,001CB1U0000001ABB6502850,OK,2
5:45:19,001CB1U0000001ABB6502878,OK,1
5:45:28,001CB1U0000001ABB6502882,OK,2
5:45:31,001CB1U0000001ABB6502880,OK,1
5:45:40,001CB1U0000001ABB6502886,OK,2
5:45:44,001CB1U0000001ABB6502884,OK,1
5:45:53,001CB1U0000001ABB6502890,OK,2
5:45:57,001CB1U0000001ABB6502888,OK,1
5:46:06,001CB1U0000001ABB6502894,OK,2
5:46:10,001CB1U0000001ABB6502892,OK,1
5:46:20,001CB1U0000001ABB6502898,OK,2
